"","code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude","sample.type1","geol.zone"
"GDM.0676","GDM.0676","Zn mineral","OMZ","Zn",17.805,15.666,38.312,0.88,2.152,727,9.96,4.2888,"Tornos & Chiaradia, 2004","Ref.040",38.257424,-5.607526,"Geological","Ossa Morena Zone"
"GDM.0677","GDM.0677","Galena","OMZ","Cu-Zn",17.95,15.57,38.181,0.867,2.127,449,9.52,4.0702,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735,"Geological","Ossa Morena Zone"
"GDM.0678","GDM.0678","Fe mineral","OMZ","Cu-Zn",17.931,15.554,38.031,0.867,2.121,433,9.46,3.9927,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735,"Geological","Ossa Morena Zone"
"GDM.0679","GDM.0679","Cu mineral","OMZ","Cu-Zn",17.959,15.561,38.079,0.866,2.12,425,9.48,4.0024,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735,"Geological","Ossa Morena Zone"
"GDM.0680","GDM.0680","Galena","OMZ","Cu-Zn",17.927,15.542,38.095,0.867,2.125,413,9.41,4.0278,"Tornos & Chiaradia, 2004","Ref.040",38.02179,-5.189735,"Geological","Ossa Morena Zone"
"GDM.0681","GDM.0681","Cu mineral","OMZ","Cu-Zn",18.073,15.588,38.251,0.863,2.116,390,9.56,4.0275,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789,"Geological","Ossa Morena Zone"
"GDM.0682","GDM.0682","Cu mineral","OMZ","Cu-Zn",18.046,15.554,38.148,0.862,2.114,345,9.43,3.9769,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789,"Geological","Ossa Morena Zone"
"GDM.0683","GDM.0683","Galena","OMZ","Cu-Zn",18.147,15.553,38.245,0.857,2.108,265,9.4,3.9596,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789,"Geological","Ossa Morena Zone"
"GDM.0684","GDM.0684","Galena","OMZ","Cu-Zn",18.123,15.556,38.253,0.858,2.111,290,9.42,3.9818,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789,"Geological","Ossa Morena Zone"
"GDM.0685","GDM.0685","Galena","OMZ","Cu-Zn",18.097,15.531,38.134,0.858,2.107,260,9.33,3.9251,"Tornos & Chiaradia, 2004","Ref.040",38.094193,-6.25789,"Geological","Ossa Morena Zone"
"GDM.0686","GDM.0686","Pb mineral","OMZ","Fe",18.132,15.562,38.234,0.858,2.109,295,9.44,3.9672,"Tornos & Chiaradia, 2004","Ref.040",38.299965,-6.738941,"Geological","Ossa Morena Zone"
"GDM.0687","GDM.0687","Pb mineral","OMZ","Cu-Ni",17.935,15.602,38.232,0.87,2.132,519,9.65,4.1217,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367,"Geological","Ossa Morena Zone"
"GDM.0688","GDM.0688","Pb mineral","OMZ","Cu-Ni",18.054,15.576,38.252,0.863,2.119,381,9.52,4.0373,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367,"Geological","Ossa Morena Zone"
"GDM.0689","GDM.0689","Cu mineral","OMZ","Cu-Zn",18.269,15.605,38.387,0.854,2.101,274,9.58,3.9714,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367,"Geological","Ossa Morena Zone"
"GDM.0690","GDM.0690","Cu mineral","OMZ","Cu-Zn",18.425,15.645,38.615,0.849,2.096,234,9.7,4.0012,"Tornos & Chiaradia, 2004","Ref.040",37.952225,-6.349367,"Geological","Ossa Morena Zone"
"GDM.0691","GDM.0691","Cu mineral","OMZ","Cu-Zn",18.296,15.617,38.534,0.854,2.106,277,9.62,4.0364,"Tornos & Chiaradia, 2004","Ref.040",37.964019,-6.190952,"Geological","Ossa Morena Zone"
"GDM.0692","GDM.0692","Galena","OMZ","Cu-Zn",18.438,15.627,38.782,0.848,2.103,189,9.63,4.0738,"Tornos & Chiaradia, 2004","Ref.040",37.964019,-6.190952,"Geological","Ossa Morena Zone"
"GDM.0693","GDM.0693","Galena","OMZ","Pb-Zn",17.965,15.654,38.434,0.871,2.139,590,9.86,4.2333,"Tornos & Chiaradia, 2004","Ref.040",38.650766,-6.171889,"Geological","Ossa Morena Zone"
"GDM.0694","GDM.0694","W mineral","OMZ","Pb",18.317,15.589,38.463,0.851,2.1,206,9.51,3.9737,"Tornos & Chiaradia, 2004","Ref.040",38.809867,-6.218589,"Geological","Ossa Morena Zone"
"GDM.0695","GDM.0695","W mineral","OMZ","Pb",18.278,15.587,38.404,0.853,2.101,232,9.51,3.968,"Tornos & Chiaradia, 2004","Ref.040",38.809867,-6.218589,"Geological","Ossa Morena Zone"
"GDM.0696","GDM.0696","Fe mineral","OMZ","Zn",18.398,15.632,38.46,0.85,2.09,229,9.66,3.9328,"Tornos & Chiaradia, 2004","Ref.040",38.214982,-5.06609,"Geological","Ossa Morena Zone"
"GDM.0697","GDM.0697","Fe mineral","OMZ","Mn",18.202,15.63,38.513,0.859,2.116,372,9.69,4.0957,"Tornos & Chiaradia, 2004","Ref.040",38.257893,-5.315086,"Geological","Ossa Morena Zone"
"GDM.0698","GDM.0698","Cu mineral","OMZ","Mn",18.176,15.634,38.485,0.86,2.117,399,9.72,4.1003,"Tornos & Chiaradia, 2004","Ref.040",38.257893,-5.315086,"Geological","Ossa Morena Zone"
"GDM.0699","GDM.0699","Galena","OMZ","Pb-Zn",18.216,15.55,38.172,0.854,2.096,206,9.37,3.8713,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634,"Geological","Ossa Morena Zone"
"GDM.0700","GDM.0700","Galena","OMZ","Pb-Zn",18.229,15.567,38.229,0.854,2.097,230,9.44,3.8996,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634,"Geological","Ossa Morena Zone"
"GDM.0701","GDM.0701","Galena","OMZ","Pb-Zn",18.166,15.571,38.203,0.857,2.103,286,9.47,3.9299,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634,"Geological","Ossa Morena Zone"
"GDM.0702","GDM.0702","Galena","OMZ","Pb-Zn",18.146,15.546,38.125,0.857,2.101,252,9.37,3.8918,"Tornos & Chiaradia, 2004","Ref.040",38.622077,-6.640634,"Geological","Ossa Morena Zone"
"GDM.0703","GDM.0703","Galena","OMZ","Pb-Zn",18.159,15.611,38.407,0.86,2.115,368,9.63,4.0612,"Tornos & Chiaradia, 2004","Ref.040",38.577927,-6.201752,"Geological","Ossa Morena Zone"
"GDM.0704","GDM.0704","Galena","OMZ","Pb-Zn",18.158,15.607,38.395,0.86,2.114,361,9.61,4.0539,"Tornos & Chiaradia, 2004","Ref.040",38.577927,-6.201752,"Geological","Ossa Morena Zone"
"GDM.0705","GDM.0705","Galena","OMZ","Pb-Zn",18.136,15.578,38.3,0.859,2.112,323,9.5,4.0066,"Tornos & Chiaradia, 2004","Ref.040",38.577927,-6.201752,"Geological","Ossa Morena Zone"
"GDM.0706","GDM.0706","Galena","OMZ","Pb-Zn",18.2,15.596,38.43,0.857,2.112,309,9.56,4.0395,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Ossa Morena Zone"
"GDM.0707","GDM.0707","Galena","OMZ","Pb-Zn",18.209,15.606,38.459,0.857,2.112,321,9.6,4.0526,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Ossa Morena Zone"
"GDM.0708","GDM.0708","Galena","NIM","Cu-Zn",18.201,15.616,38.443,0.858,2.112,346,9.64,4.0531,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Northern branch of the Iberian Massif"
"GDM.0709","GDM.0709","Galena","NIM","Cu-Zn",18.241,15.62,38.465,0.856,2.109,324,9.64,4.0385,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Northern branch of the Iberian Massif"
"GDM.0710","GDM.0710","Galena","NIM","Cu-Zn",18.456,15.639,38.752,0.847,2.1,199,9.67,4.0501,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Northern branch of the Iberian Massif"
"GDM.0711","GDM.0711","Galena","NIM","Cu-Zn",18.471,15.654,38.798,0.847,2.1,217,9.73,4.0695,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Northern branch of the Iberian Massif"
"GDM.0712","GDM.0712","Galena","NIM","Cu-Zn",18.456,15.65,38.698,0.848,2.097,220,9.71,4.0257,"Tornos & Chiaradia, 2004","Ref.040",41.078003,-3.011439,"Geological","Northern branch of the Iberian Massif"
"GDM.0713","GDM.0713","Whole rock","OMZ",NA,18.054,15.529,37.874,0.86,2.098,290,9.33,3.8095,"Tornos & Chiaradia, 2004","Ref.040",38.371564,-5.880014,"Geological","Ossa Morena Zone"
"GDM.0714","GDM.0714","Whole rock","OMZ",NA,18.371,15.586,38.12,0.848,2.075,159,9.48,3.7541,"Tornos & Chiaradia, 2004","Ref.040",38.379372,-6.604602,"Geological","Ossa Morena Zone"
"GDM.0715","GDM.0715","Whole rock","OMZ",NA,18.343,15.585,38.072,0.85,2.076,178,9.48,3.7463,"Tornos & Chiaradia, 2004","Ref.040",38.379372,-6.604602,"Geological","Ossa Morena Zone"
"GDM.0716","GDM.0716","Whole rock","OMZ",NA,18.205,15.555,37.956,0.854,2.085,225,9.4,3.7631,"Tornos & Chiaradia, 2004","Ref.040",38.337562,-6.69103,"Geological","Ossa Morena Zone"
"GDM.0717","GDM.0717","Hg mineral","NIM","Hg",18.266,15.641,38.531,0.856,2.109,345,9.72,4.0643,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0718","GDM.0718","unk","NIM","Hg",18.132,15.653,38.684,0.863,2.133,466,9.81,4.2492,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0719","GDM.0719","unk","NIM","Hg",18.399,15.68,38.667,0.852,2.102,320,9.85,4.059,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0720","GDM.0720","unk","NIM","Hg",18.326,15.654,38.543,0.854,2.103,325,9.76,4.0338,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0721","GDM.0721","unk","NIM","Hg",18.429,15.705,38.73,0.852,2.102,344,9.94,4.0806,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0722","GDM.0722","unk","NIM","Hg",18.346,15.635,38.555,0.852,2.102,274,9.68,4.0197,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0723","GDM.0723","unk","NIM","Hg",18.37,15.686,38.714,0.854,2.107,352,9.88,4.1063,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0724","GDM.0724","unk","NIM","Hg",18.409,15.675,38.757,0.851,2.105,303,9.82,4.0982,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0725","GDM.0725","unk","NIM","Hg",18.324,15.675,38.654,0.855,2.109,365,9.84,4.1023,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0726","GDM.0726","unk","NIM","Hg",18.342,15.662,38.55,0.854,2.102,328,9.79,4.0293,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0727","GDM.0727","Hg mineral","NIM","Hg",18.357,15.663,38.577,0.853,2.101,319,9.79,4.0338,"Higueras et al., 2005","Ref.041",38.727734,-4.666547,"Geological","Northern branch of the Iberian Massif"
"GDM.0728","GDM.0728","Hg mineral","NIM","Hg",18.112,15.663,38.643,0.865,2.134,499,9.85,4.2448,"Higueras et al., 2005","Ref.041",38.813623,-4.762593,"Geological","Northern branch of the Iberian Massif"
"GDM.0729","GDM.0729","Hg mineral","NIM","Hg",18.46,15.681,38.826,0.849,2.103,277,9.84,4.1015,"Higueras et al., 2005","Ref.041",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.0730","GDM.0730","Whole rock","NIM",NA,19.364,15.768,39.488,0.814,2.039,-221,10,3.8796,"Higueras et al., 2005","Ref.041",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.0731","GDM.0731","Whole rock","NIM",NA,19.266,15.72,39.419,0.816,2.046,-248,9.84,3.8887,"Higueras et al., 2005","Ref.041",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.0732","GDM.0732","Whole rock","NIM",NA,19.039,15.794,39.369,0.83,2.068,69,10.16,4.0328,"Higueras et al., 2005","Ref.041",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.0733","GDM.0733","Whole rock","NIM",NA,19.44,15.767,39.687,0.811,2.042,-280,9.99,3.9247,"Higueras et al., 2005","Ref.041",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.0734","GDM.0734","Whole rock","NIM",NA,19.977,15.763,40.236,0.789,2.014,-701,9.92,3.8504,"Higueras et al., 2005","Ref.041",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1075","GDM.1075","Cu metal",NA,NA,22.866,15.836,38.613,0.693,1.689,-3068,10.05,2.1686,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1076","GDM.1076","Cu mineral",NA,NA,19.683,15.686,38.662,0.797,1.964,-650,9.67,3.307,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1077","GDM.1077","Cu mineral",NA,NA,18.527,15.628,38.446,0.844,2.075,124,9.61,3.8394,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1078","GDM.1078","Pb mineral",NA,NA,20.038,15.747,38.928,0.786,1.943,-788,9.85,3.2679,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1079","GDM.1079","Pb mineral",NA,NA,18.861,15.636,38.399,0.829,2.036,-116,9.59,3.613,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1080","GDM.1080","Galena",NA,NA,18.304,15.648,38.454,0.855,2.101,330,9.74,3.9989,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1081","GDM.1081","Cu mineral",NA,NA,18.287,15.618,38.344,0.854,2.097,285,9.63,3.9406,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1082","GDM.1082","Pb mineral",NA,NA,18.419,15.786,38.897,0.857,2.112,495,10.27,4.2045,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1083","GDM.1083","Pb mineral",NA,NA,19.605,15.665,38.667,0.799,1.972,-638,9.6,3.3411,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1084","GDM.1084","Galena",NA,NA,18.28,15.6,38.283,0.853,2.094,256,9.56,3.9061,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1085","GDM.1085","Galena",NA,NA,18.28,15.613,38.326,0.854,2.097,281,9.61,3.9338,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1086","GDM.1086","Cu mineral",NA,NA,18.282,15.619,38.357,0.854,2.098,291,9.63,3.9513,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1087","GDM.1087","Galena",NA,NA,18.29,15.632,38.408,0.855,2.1,310,9.68,3.978,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1088","GDM.1088","Cu mineral",NA,NA,18.94,15.641,38.439,0.826,2.03,-167,9.59,3.5882,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1089","GDM.1089","Galena",NA,NA,18.305,15.634,38.396,0.854,2.098,303,9.69,3.962,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1090","GDM.1090","Galena",NA,NA,18.292,15.635,38.411,0.855,2.1,314,9.69,3.9793,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1091","GDM.1091","Pb mineral",NA,NA,19.483,15.667,38.607,0.804,1.982,-535,9.62,3.378,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1092","GDM.1092","Cu metal",NA,NA,18.75,15.678,38.724,0.836,2.065,55,9.76,3.8567,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1093","GDM.1093","Cu metal",NA,NA,18.295,15.626,38.421,0.854,2.1,295,9.66,3.9795,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1094","GDM.1094","Galena",NA,NA,18.305,15.685,38.426,0.857,2.099,398,9.89,3.9958,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1095","GDM.1095","Galena",NA,NA,18.292,15.665,38.363,0.856,2.097,370,9.81,3.9638,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Archaeological",NA
"GDM.1096","GDM.1096","Cu mineral","NIM",NA,18.776,15.63,38.643,0.832,2.058,-63,9.58,3.7827,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1097","GDM.1097","Cu mineral","NIM",NA,18.832,15.668,38.816,0.832,2.061,-27,9.71,3.8475,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1098","GDM.1098","Cu mineral","NIM",NA,18.63,15.665,38.71,0.841,2.078,119,9.74,3.9218,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1099","GDM.1099","Cu mineral","NIM",NA,18.816,15.662,38.77,0.832,2.061,-27,9.69,3.8325,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1100","GDM.1100","Cu mineral","NIM",NA,18.457,15.618,38.459,0.846,2.084,157,9.59,3.8882,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1101","GDM.1101","Cu mineral","NIM",NA,18.518,15.633,38.514,0.844,2.08,140,9.64,3.8823,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1102","GDM.1102","Galena","NIM",NA,18.291,15.622,38.355,0.854,2.097,290,9.64,3.9452,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1103","GDM.1103","Galena","NIM",NA,18.297,15.612,38.32,0.853,2.094,266,9.6,3.9188,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1104","GDM.1104","Galena","NIM",NA,18.314,15.645,38.432,0.854,2.099,317,9.73,3.9791,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1105","GDM.1105","Galena","NIM",NA,18.288,15.633,38.402,0.855,2.1,313,9.69,3.9765,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1106","GDM.1106","Cu mineral","NIM",NA,18.292,15.611,38.351,0.853,2.097,268,9.6,3.9385,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.1107","GDM.1107","Galena","NIM",NA,18.305,15.631,38.387,0.854,2.097,297,9.67,3.9561,"Hunt-Ortiz et al., 2011","Ref.042",38.174382,-3.768877,"Geological","Northern branch of the Iberian Massif"
"GDM.0735","GDM.0735","Galena","NIM","Pb-Zn",18.317,15.552,38.248,0.849,2.088,131,9.36,3.8452,"Villaseca et al., 2005","Ref.043",39.739196,-4.114516,"Geological","Northern branch of the Iberian Massif"
"GDM.0736","GDM.0736","Galena","NIM","Pb-Zn",18.365,15.561,38.345,0.847,2.088,113,9.39,3.8684,"Villaseca et al., 2005","Ref.043",39.739196,-4.114516,"Geological","Northern branch of the Iberian Massif"
"GDM.0737","GDM.0737","Galena","NIM","Pb-Zn",18.335,15.556,38.298,0.848,2.089,126,9.37,3.8614,"Villaseca et al., 2005","Ref.043",39.739196,-4.114516,"Geological","Northern branch of the Iberian Massif"
"GDM.2619","GDM.2619","Sb mineral","OMZ","Sb",18.22,15.56,38.12,0.854,2.092,223,9.41,3.844,"Mateus et al., 2006","Ref.044",38.8417,-8.213517,"Geological","Ossa Morena Zone"
"GDM.2620","GDM.2620","Sb mineral","OMZ","Sb",18.19,15.59,38.24,0.857,2.102,305,9.54,3.9404,"Mateus et al., 2006","Ref.044",37.93392,-7.816441,"Geological","Ossa Morena Zone"
"GDM.2621","GDM.2621","Sb mineral","SPZ","Sb",18.21,15.61,38.3,0.857,2.103,328,9.61,3.9665,"Mateus et al., 2006","Ref.044",37.467392,-7.475994,"Geological","South Portuguese Zone"
"GDM.0738","GDM.0738","Cu metal",NA,NA,18.203,15.633,38.255,0.859,2.102,376,9.71,3.9542,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0739","GDM.0739","Cu metal",NA,NA,18.194,15.636,38.241,0.859,2.102,388,9.72,3.954,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0740","GDM.0740","Cu metal",NA,NA,18.195,15.631,38.237,0.859,2.102,379,9.7,3.9495,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0741","GDM.0741","Cu metal",NA,NA,18.202,15.633,38.251,0.859,2.101,377,9.71,3.953,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0742","GDM.0742","Cu metal",NA,NA,18.201,15.629,38.245,0.859,2.101,371,9.69,3.949,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0743","GDM.0743","Cu metal",NA,NA,18.191,15.631,38.223,0.859,2.101,382,9.7,3.9447,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0744","GDM.0744","Cu metal",NA,NA,18.222,15.621,38.336,0.857,2.104,341,9.66,3.9817,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0745","GDM.0745","Cu metal",NA,NA,18.202,15.632,38.265,0.859,2.102,375,9.7,3.9607,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0746","GDM.0746","Cu metal",NA,NA,18.191,15.631,38.225,0.859,2.101,382,9.7,3.9459,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0747","GDM.0747","Cu metal",NA,NA,18.193,15.633,38.232,0.859,2.102,385,9.71,3.9492,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0748","GDM.0748","Cu metal",NA,NA,18.201,15.632,38.241,0.859,2.101,376,9.7,3.948,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0749","GDM.0749","Cu metal",NA,NA,18.211,15.632,38.268,0.858,2.101,368,9.7,3.9555,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
"GDM.0750","GDM.0750","Cu metal",NA,NA,18.221,15.632,38.29,0.858,2.101,363,9.7,3.9614,"Klein et al., 2007","Ref.045",36.347094,-6.156381,"Archaeological",NA
