"","code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude","sample.type1","geol.zone"
"GDM.2851","GDM.2851","Cu metal",NA,NA,18.321,15.637,38.439,0.853,2.098,296,9.69,3.9749,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2852","GDM.2852","Cu metal",NA,NA,18.367,15.65,38.499,0.852,2.096,286,9.73,3.9805,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2853","GDM.2853","Cu metal",NA,NA,18.028,15.597,38.222,0.865,2.12,440,9.6,4.0466,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2854","GDM.2854","Cu metal",NA,NA,18.37,15.639,38.485,0.851,2.095,263,9.69,3.9674,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2855","GDM.2855","Cu metal",NA,NA,18.352,15.636,38.415,0.852,2.093,272,9.68,3.9413,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2856","GDM.2856","Cu metal",NA,NA,18.205,15.635,38.288,0.859,2.103,379,9.71,3.9722,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2857","GDM.2857","Cu metal",NA,NA,18.28,15.634,38.409,0.855,2.101,321,9.69,3.9856,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2858","GDM.2858","Cu metal",NA,NA,18.48,15.66,38.572,0.847,2.087,222,9.75,3.9468,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2859","GDM.2859","Cu metal",NA,NA,18.484,15.657,38.578,0.847,2.087,213,9.74,3.9464,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2860","GDM.2860","Cu metal",NA,NA,18.417,15.622,38.498,0.848,2.09,195,9.61,3.9368,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2861","GDM.2861","Cu metal",NA,NA,18.449,15.6,38.385,0.846,2.081,127,9.52,3.8484,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2862","GDM.2862","Cu metal",NA,NA,18.339,15.606,38.411,0.851,2.094,222,9.57,3.937,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2863","GDM.2863","Cu metal",NA,NA,18.335,15.623,38.316,0.852,2.09,258,9.63,3.8945,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2864","GDM.2864","Cu metal",NA,NA,18.286,15.617,38.244,0.854,2.091,283,9.62,3.8867,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2865","GDM.2865","Cu metal",NA,NA,18.386,15.626,38.44,0.85,2.091,225,9.63,3.9279,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2866","GDM.2866","Cu metal",NA,NA,18.437,15.635,38.523,0.848,2.089,205,9.66,3.9414,"Murillo-Barroso et al. 2015b","Ref.101",37.136566,-3.547929,"Archaeological",NA
"GDM.2428","GDM.2428","Silver",NA,NA,18.672,15.686,38.849,0.84,2.086,129,9.81,3.9728,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2429","GDM.2429","Silver",NA,NA,18.837,15.684,38.859,0.833,2.063,2,9.77,3.8714,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2430","GDM.2430","Silver",NA,NA,18.433,15.653,38.608,0.849,2.094,243,9.73,3.995,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2431","GDM.2431","Silver",NA,NA,18.739,15.679,38.887,0.837,2.075,65,9.77,3.9459,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2432","GDM.2432","Silver",NA,NA,18.756,15.686,38.951,0.837,2.077,66,9.79,3.9696,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2433","GDM.2433","Silver",NA,NA,18.661,15.678,38.923,0.84,2.086,122,9.78,4.0148,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2434","GDM.2434","Silver",NA,NA,18.437,15.661,38.659,0.849,2.097,256,9.76,4.0221,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2435","GDM.2435","Silver",NA,NA,18.245,15.624,38.418,0.856,2.106,328,9.66,4.0116,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2436","GDM.2436","Silver",NA,NA,18.251,15.632,38.406,0.856,2.104,339,9.69,4.0037,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.2437","GDM.2437","Silver",NA,NA,18.312,15.647,38.464,0.854,2.1,322,9.74,3.9984,"Orejas et al., 2015","Ref.102",42.833319,-7.719627,"Archaeological",NA
"GDM.1424","GDM.1424","Hg mineral","NIM","Hg",18.692,15.687,38.944,0.839,2.083,116,9.81,4.0079,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1425","GDM.1425","Hg mineral","NIM","Hg",18.485,15.694,38.655,0.849,2.091,281,9.88,3.9986,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1426","GDM.1426","Hg mineral","NIM","Hg",18.499,15.69,38.662,0.848,2.09,266,9.86,3.9926,"Palero-Fernández et al., 2016","Ref.103",39.775271,-3.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1427","GDM.1427","Hg mineral","NIM","Hg",18.519,15.68,38.75,0.847,2.092,231,9.82,4.0213,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1428","GDM.1428","Hg mineral","NIM","Hg",18.526,15.701,38.737,0.847,2.091,265,9.9,4.0171,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1429","GDM.1429","Hg mineral","NIM","Hg",18.191,15.708,38.494,0.863,2.116,521,10.01,4.12,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1430","GDM.1430","Hg mineral","NIM","Hg",18.484,15.709,38.852,0.85,2.102,311,9.94,4.1087,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1431","GDM.1431","Hg mineral","NIM","Hg",18.358,15.693,38.632,0.855,2.104,374,9.91,4.0729,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1432","GDM.1432","Hg mineral","NIM","Hg",18.377,15.683,38.582,0.853,2.099,341,9.86,4.0297,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1433","GDM.1433","Hg mineral","NIM","Hg",18.523,15.69,38.68,0.847,2.088,247,9.86,3.9852,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1434","GDM.1434","Hg mineral","NIM","Hg",18.37,15.691,38.553,0.854,2.099,362,9.9,4.0215,"Palero-Fernández et al., 2015","Ref.103",38.775271,-4.849131,"Geological","Northern branch of the Iberian Massif"
"GDM.1435","GDM.1435","Hg mineral","NIM","Hg",18.382,15.698,38.594,0.854,2.099,366,9.92,4.0377,"Palero-Fernández et al., 2015","Ref.103",38.72806,-4.67472,"Geological","Northern branch of the Iberian Massif"
"GDM.1436","GDM.1436","Hg mineral","NIM","Hg",18.148,15.699,38.376,0.865,2.115,536,9.99,4.0823,"Palero-Fernández et al., 2015","Ref.103",38.72806,-4.67472,"Geological","Northern branch of the Iberian Massif"
"GDM.1437","GDM.1437","Hg mineral","NIM","Hg",18.488,15.718,38.748,0.85,2.096,326,9.98,4.0548,"Palero-Fernández et al., 2015","Ref.103",38.821944,-4.759167,"Geological","Northern branch of the Iberian Massif"
"GDM.1438","GDM.1438","Hg mineral","NIM","Hg",18.422,15.696,38.662,0.852,2.099,332,9.9,4.0463,"Palero-Fernández et al., 2015","Ref.103",38.821944,-4.759167,"Geological","Northern branch of the Iberian Massif"
"GDM.1439","GDM.1439","Hg mineral","NIM","Hg",18.312,15.655,38.374,0.855,2.096,337,9.77,3.9528,"Palero-Fernández et al., 2015","Ref.103",38.821944,-4.759167,"Geological","Northern branch of the Iberian Massif"
"GDM.2400","GDM.2400","Ore mix","OMZ",NA,18.552,15.653,38.471,0.844,2.074,154,9.71,3.8449,"Rose, 2015","Ref.104",38.622222,-7.265056,"Geological","Ossa Morena Zone"
"GDM.2401","GDM.2401","Ore mix","OMZ",NA,18.434,15.642,38.438,0.849,2.085,221,9.69,3.9007,"Rose, 2015","Ref.104",38.622222,-7.265056,"Geological","Ossa Morena Zone"
"GDM.2402","GDM.2402","Ore mix","OMZ",NA,20.47,15.744,39.242,0.769,1.917,-1147,9.81,3.1919,"Rose, 2015","Ref.104",38.622222,-7.265056,"Geological","Ossa Morena Zone"
"GDM.2403","GDM.2403","Ore mix","OMZ",NA,18.747,15.671,38.854,0.836,2.072,42,9.74,3.921,"Rose, 2015","Ref.104",38.622222,-7.265056,"Geological","Ossa Morena Zone"
"GDM.2404","GDM.2404","Ore mix","OMZ",NA,18.779,15.651,38.682,0.833,2.06,-23,9.65,3.8077,"Rose, 2015","Ref.104",38.622222,-7.265056,"Geological","Ossa Morena Zone"
"GDM.2405","GDM.2405","Ore mix","OMZ",NA,20.095,15.723,39.386,0.782,1.96,-892,9.76,3.4202,"Rose, 2015","Ref.104",38.622222,-7.265056,"Geological","Ossa Morena Zone"
"GDM.2406","GDM.2406","Ore mix","SPZ",NA,18.205,15.64,38.254,0.859,2.101,388,9.73,3.955,"Rose, 2015","Ref.104",37.689697,-6.555895,"Geological","South Portuguese Zone"
"GDM.2689","GDM.2689","Galena","Py","Pb",18.424,15.696,38.612,0.852,2.096,331,9.9,4.0183,"Subías et al., 2015","Ref.105",42.710826,-0.207717,"Geological","Pyrenees"
"GDM.2690","GDM.2690","Galena","Py","Pb",18.429,15.709,38.659,0.852,2.098,351,9.95,4.0444,"Subías et al., 2015","Ref.105",42.710826,-0.207717,"Geological","Pyrenees"
"GDM.2691","GDM.2691","Galena","Py","Pb",18.421,15.695,38.616,0.852,2.096,331,9.9,4.0221,"Subías et al., 2015","Ref.105",42.710826,-0.207717,"Geological","Pyrenees"
"GDM.2692","GDM.2692","Galena","Py","Pb",18.44,15.723,38.708,0.853,2.099,369,10.01,4.0677,"Subías et al., 2015","Ref.105",42.710826,-0.207717,"Geological","Pyrenees"
"GDM.2693","GDM.2693","Galena","Py","Pb",18.379,15.718,38.449,0.855,2.092,404,10,3.9693,"Subías et al., 2015","Ref.105",42.710826,-0.207717,"Geological","Pyrenees"
"GDM.2694","GDM.2694","Galena","Py","Pb",18.094,15.684,38.326,0.867,2.118,549,9.94,4.0878,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2695","GDM.2695","Galena","Py","Pb",18.079,15.662,38.251,0.866,2.116,521,9.86,4.049,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2696","GDM.2696","Galena","Py","Pb",18.117,15.71,38.384,0.867,2.119,578,10.04,4.1126,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2697","GDM.2697","Galena","Py","Pb",18.138,15.737,38.505,0.868,2.123,609,10.15,4.1742,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2698","GDM.2698","Other","Py","Pb",18.419,15.707,38.723,0.853,2.102,355,9.95,4.0845,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2699","GDM.2699","Other","Py","Pb",18.11,15.673,38.298,0.865,2.115,518,9.89,4.057,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2700","GDM.2700","Other","Py","Pb",18.15,15.731,38.491,0.867,2.121,591,10.12,4.1557,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2701","GDM.2701","Other","Py","Pb",18.136,15.736,38.477,0.868,2.122,609,10.15,4.1597,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2702","GDM.2702","Other","Py","Pb",18.111,15.683,38.328,0.866,2.116,535,9.93,4.0765,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2703","GDM.2703","Other","Py","Pb",18.161,15.747,38.538,0.867,2.122,610,10.19,4.1793,"Subías et al., 2015","Ref.105",42.791775,-0.266537,"Geological","Pyrenees"
"GDM.2704","GDM.2704","Other","Py","Pb",19.248,15.688,37.834,0.815,1.966,-303,9.72,3.1523,"Subías et al., 2015","Ref.105",42.757338,-0.312935,"Geological","Pyrenees"
"GDM.2705","GDM.2705","Other","Py","Pb",18.217,15.581,38.089,0.855,2.091,267,9.5,3.8366,"Subías et al., 2015","Ref.105",42.757338,-0.312935,"Geological","Pyrenees"
"GDM.2706","GDM.2706","Other","Py","Pb",18.678,15.652,38.694,0.838,2.072,57,9.68,3.878,"Subías et al., 2015","Ref.105",42.757338,-0.312935,"Geological","Pyrenees"
"GDM.2707","GDM.2707","Galena","Py","Pb",18.518,15.678,38.912,0.847,2.101,228,9.81,4.1056,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2708","GDM.2708","Galena","Py","Pb",18.488,15.753,38.563,0.852,2.086,388,10.12,3.9689,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2709","GDM.2709","Galena","Py","Pb",19.347,15.758,38.679,0.814,1.999,-229,9.97,3.514,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2711","GDM.2711","Other","Py","Pb",18.638,15.804,39.365,0.848,2.112,373,10.28,4.3025,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2712","GDM.2712","Other","Py","Pb",18.589,15.808,39.142,0.85,2.106,414,10.31,4.2225,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2713","GDM.2713","Other","Py","Pb",18.595,15.812,39.157,0.85,2.106,417,10.33,4.2275,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2714","GDM.2714","Other","Py","Pb",18.601,15.682,39.177,0.843,2.106,174,9.81,4.187,"Subías et al., 2015","Ref.105",42.649243,0.210079,"Geological","Pyrenees"
"GDM.2715","GDM.2715","Galena","Py","Pb",18.472,15.691,38.722,0.849,2.096,286,9.87,4.0421,"Subías et al., 2015","Ref.105",42.641204,0.338784,"Geological","Pyrenees"
"GDM.2716","GDM.2716","Galena","Py","Pb",18.48,15.747,38.751,0.852,2.097,383,10.09,4.0714,"Subías et al., 2015","Ref.105",42.641204,0.338784,"Geological","Pyrenees"
"GDM.2717","GDM.2717","Galena","Py","Pb",18.411,15.685,38.585,0.852,2.096,320,9.86,4.009,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2718","GDM.2718","Other","Py","Pb",18.707,15.7,38.636,0.839,2.065,130,9.86,3.8472,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2719","GDM.2719","Other","Py","Pb",18.571,15.727,38.723,0.847,2.085,281,9.99,3.9889,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2720","GDM.2720","Other","Py","Pb",18.355,15.658,38.609,0.853,2.103,311,9.77,4.0506,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2721","GDM.2721","Other","Py","Pb",18.222,15.661,38.355,0.859,2.105,415,9.81,4.006,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2722","GDM.2722","Other","Py","Pb",18.467,15.677,38.54,0.849,2.087,264,9.82,3.9449,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2723","GDM.2723","Other","Py","Pb",18.309,15.672,38.413,0.856,2.098,371,9.84,3.9816,"Subías et al., 2015","Ref.105",42.798093,-0.411342,"Geological","Pyrenees"
"GDM.2724","GDM.2724","Galena","Py","Pb",18.437,15.768,38.792,0.855,2.104,451,10.19,4.1298,"Subías et al., 2015","Ref.105",42.73087,-0.273759,"Geological","Pyrenees"
"GDM.2725","GDM.2725","Whole rock","Py","Pb",19.105,15.733,38.962,0.824,2.039,-100,9.91,3.7752,"Subías et al., 2015","Ref.105",42.73087,-0.273759,"Geological","Pyrenees"
"GDM.2726","GDM.2726","Whole rock","Py","Pb",19.139,15.769,39.617,0.824,2.07,-52,10.04,4.079,"Subías et al., 2015","Ref.105",42.73087,-0.273759,"Geological","Pyrenees"
"GDM.2727","GDM.2727","Whole rock","Py","Pb",19.14,15.715,39.482,0.821,2.063,-163,9.84,3.994,"Subías et al., 2015","Ref.105",42.73087,-0.273759,"Geological","Pyrenees"
"GDM.2728","GDM.2728","Whole rock","Py","Pb",18.908,15.711,39.243,0.831,2.075,3,9.86,4.0252,"Subías et al., 2015","Ref.105",42.73087,-0.273759,"Geological","Pyrenees"
"GDM.2543","GDM.2543","Pb metal",NA,NA,18.731,15.684,38.864,0.837,2.075,81,9.79,3.9413,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2544","GDM.2544","Pb metal",NA,NA,18.572,15.656,38.681,0.843,2.083,145,9.71,3.9416,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2545","GDM.2545","Pb metal",NA,NA,18.742,15.719,38.904,0.839,2.076,141,9.92,3.9669,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2546","GDM.2546","Pb metal",NA,NA,18.706,15.686,38.818,0.839,2.075,104,9.8,3.935,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2547","GDM.2547","Pb metal",NA,NA,18.762,15.677,38.808,0.836,2.068,44,9.76,3.8909,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2548","GDM.2548","Pb metal",NA,NA,18.696,15.685,38.838,0.839,2.077,109,9.8,3.9512,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2549","GDM.2549","Pb metal",NA,NA,18.713,15.677,38.844,0.838,2.076,81,9.77,3.9404,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2550","GDM.2550","Pb metal",NA,NA,18.684,15.654,38.713,0.838,2.072,57,9.68,3.8845,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2551","GDM.2551","Pb metal",NA,NA,18.438,15.645,38.542,0.849,2.09,224,9.7,3.954,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2552","GDM.2552","Pb metal",NA,NA,18.631,15.682,38.82,0.842,2.084,152,9.8,3.9835,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2553","GDM.2553","Pb metal",NA,NA,18.574,15.664,38.766,0.843,2.087,159,9.74,3.987,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2554","GDM.2554","Pb metal",NA,NA,18.487,15.596,38.5,0.844,2.083,90,9.5,3.8819,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2555","GDM.2555","Pb metal",NA,NA,18.572,15.658,38.628,0.843,2.08,149,9.72,3.9149,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2556","GDM.2556","Pb metal",NA,NA,18.689,15.689,38.829,0.839,2.078,122,9.82,3.9526,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2557","GDM.2557","Pb metal",NA,NA,18.672,15.663,38.772,0.839,2.076,84,9.72,3.9254,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2558","GDM.2558","Pb metal",NA,NA,18.771,15.682,38.843,0.835,2.069,47,9.78,3.9044,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2559","GDM.2559","Pb metal",NA,NA,18.525,15.671,38.682,0.846,2.088,209,9.78,3.9785,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2560","GDM.2560","Pb metal",NA,NA,18.688,15.646,38.712,0.837,2.071,37,9.65,3.8786,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2561","GDM.2561","Pb metal",NA,NA,18.68,15.669,38.777,0.839,2.076,90,9.74,3.9249,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2562","GDM.2562","Pb metal",NA,NA,18.616,15.657,38.656,0.841,2.076,114,9.71,3.9004,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2563","GDM.2563","Pb metal",NA,NA,18.458,15.636,38.551,0.847,2.089,192,9.66,3.9422,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2564","GDM.2564","Pb metal",NA,NA,18.611,15.638,38.698,0.84,2.079,80,9.64,3.9183,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2565","GDM.2565","Pb metal",NA,NA,18.422,15.604,38.434,0.847,2.086,156,9.54,3.8931,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2566","GDM.2566","Pb metal",NA,NA,18.679,15.667,38.791,0.839,2.077,86,9.74,3.932,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2567","GDM.2567","Pb metal",NA,NA,18.631,15.653,38.721,0.84,2.078,95,9.69,3.9224,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2568","GDM.2568","Pb metal",NA,NA,18.689,15.66,38.77,0.838,2.074,65,9.71,3.9123,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2569","GDM.2569","Pb metal",NA,NA,18.81,15.672,38.823,0.833,2.064,-2,9.73,3.8662,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2570","GDM.2570","Pb metal",NA,NA,18.639,15.661,38.705,0.84,2.077,105,9.72,3.912,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2571","GDM.2571","Pb metal",NA,NA,18.718,15.671,38.771,0.837,2.071,65,9.74,3.8982,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2572","GDM.2572","Pb metal",NA,NA,18.712,15.658,38.745,0.837,2.071,43,9.69,3.8842,"Albarède et al., 2016","Ref.106",37.33,2,"Archaeological",NA
"GDM.2739","GDM.2739","Pb metal",NA,NA,18.697,15.647,38.901,0.837,2.081,33,9.65,3.9686,"Domergue et al., 2016","Ref.108",38.903846,1.420983,"Archaeological",NA
"GDM.2740","GDM.2740","Pb metal",NA,NA,18.684,15.637,38.854,0.837,2.077,22,9.62,3.9496,"Domergue et al., 2017","Ref.108",40.140282,0.167883,"Archaeological",NA
"GDM.2741","GDM.2741","Pb metal",NA,NA,18.656,15.623,38.85,0.838,2.083,15,9.57,3.9607,"Domergue et al., 2018","Ref.108",40.140282,0.167883,"Archaeological",NA
"GDM.1440","GDM.1440","Pb metal",NA,NA,18.264,15.643,38.337,0.856,2.119,350,9.73,3.9612,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1441","GDM.1441","Pb metal",NA,NA,18.332,15.679,38.91,0.855,2.122,367,9.86,4.2359,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1442","GDM.1442","Pb metal",NA,NA,18.308,15.665,38.825,0.855,2.12,359,9.81,4.2022,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1443","GDM.1443","Pb metal",NA,NA,18.154,15.573,38.242,0.856,2.121,299,9.48,3.9603,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1444","GDM.1444","Pb metal",NA,NA,18.153,15.593,38.327,0.855,2.127,339,9.56,4.0149,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1445","GDM.1445","Pb metal",NA,NA,18.276,15.65,38.625,0.856,2.113,354,9.76,4.1115,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1446","GDM.1446","Pb metal",NA,NA,18.332,15.72,38.94,0.857,2.124,441,10.02,4.2668,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1447","GDM.1447","Pb metal",NA,NA,18.292,15.634,38.552,0.855,2.108,312,9.69,4.055,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1448","GDM.1448","Pb metal",NA,NA,18.295,15.666,38.758,0.856,2.118,370,9.82,4.1757,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1449","GDM.1449","Pb metal",NA,NA,18.368,15.723,38.917,0.856,2.119,421,10.03,4.2296,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1450","GDM.1450","Pb metal",NA,NA,18.176,15.591,38.228,0.857,2.103,317,9.54,3.9438,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1451","GDM.1451","Pb metal",NA,NA,18.189,15.61,38.3,0.858,2.105,344,9.62,3.981,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1452","GDM.1452","Pb metal",NA,NA,18.159,15.556,38.123,0.857,2.099,262,9.41,3.8854,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1453","GDM.1453","Pb metal",NA,NA,18.172,15.579,38.189,0.857,2.101,297,9.5,3.9209,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1454","GDM.1454","Pb metal",NA,NA,18.235,15.675,38.463,0.86,2.109,431,9.87,4.0609,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1455","GDM.1455","Pb metal",NA,NA,18.166,15.583,38.325,0.859,2.11,309,9.52,4.0011,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1456","GDM.1456","Pb metal",NA,NA,18.214,15.581,38.315,0.855,2.103,269,9.5,3.9616,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1457","GDM.1457","Pb metal",NA,NA,18.256,15.661,38.45,0.858,2.106,390,9.81,4.0343,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
"GDM.1458","GDM.1458","Pb metal",NA,NA,18.151,15.567,38.25,0.858,2.107,290,9.46,3.9646,"Gomes et al., 2016","Ref.109",40.098864,-8.493918,"Archaeological",NA
