"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1"
"GDM.1604","GDM.1604","4340/11","Spain","Málaga",NA,"Las Escaurías 3-2, superficie",36.350173,-5.261294,"Mineral","Cu mineral","Azurit, Bornit, Goethit (Quarz, Dolomit)","Cu-Pb",18.406,0.002,15.66,0.004,38.591,0.008,0.85079,0.00019,2.0967,2e-04,4000,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,277,9.765,4.0068,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1605","GDM.1605","4333/11","Spain","Málaga",NA,"Las Escaurías 1, zona de horno",36.350173,-5.261294,"Mineral","Fe mineral","Hämatit (Quarz)","Cu-Pb",18.405,0.007,15.654,0.006,38.582,0.015,0.85055,9e-05,2.0963,2e-04,900,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,266,9.7415,4.0006,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1606","GDM.1606","4317/11","Spain","Málaga","Casares","Cobatillas 1",36.350173,-5.261294,"Mineral","Fe mineral","Hämatit,Magnetit (Kalzit, Dolomit)","Cu-Pb",18.459,0.003,15.649,0.003,38.452,0.007,0.84774,5e-05,2.0831,2e-04,4,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,216,9.7098,3.8941,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1607","GDM.1607","4308/11","Spain","Málaga","Casares","Cobatillas 2",36.350173,-5.261294,"Mineral","Fe mineral","Magnetit, Hämatit, Greenalit","Cu-Pb",18.42,0.007,15.656,0.007,38.52,0.018,0.84996,9e-05,2.0912,2e-04,10,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,259,9.746,3.9583,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1608","GDM.1608","4309/11","Spain","Málaga","Casares","Cobatillas 3",36.350173,-5.261294,"Mineral","Fe mineral","Magnetit, Greenalit (Fe-Forsterit)","Cu-Pb",18.429,0.009,15.651,0.007,38.503,0.019,0.84929,9e-05,2.0893,3e-04,5,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,242,9.7243,3.9416,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1609","GDM.1609","4318/11","Spain","Málaga",NA,"La Horadada 1, existencias",36.350173,-5.261294,"Mineral","Cu mineral","Hämatit, Goethit (Quarz, Mg-Kalzit)","Cu-Pb",18.53,0.005,15.656,0.004,38.578,0.011,0.84493,6e-05,2.082,2e-04,20,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,177,9.7222,3.9158,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1610","GDM.1610","4334/11","Spain","Málaga",NA,"La Horadada 2, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Hämatit, Siderit, Chalkopyrit (Ankerit, Quarz)","Cu-Pb",18.573,0.003,15.669,0.004,38.652,0.011,0.84366,0.00012,2.0811,2e-04,8,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,170,9.7639,3.9306,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1611","GDM.1611","4313/11","Spain","Málaga",NA,"Los Perdigones 1",36.350173,-5.261294,"Mineral","Fe mineral","Hämatit (Quarz)","Cu-Pb",18.782,0.003,15.685,0.003,38.739,0.008,0.83512,5e-05,2.0626,2e-04,200,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,45,9.7851,3.8466,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1612","GDM.1612","4693/13","Spain","Málaga",NA,"Los Perdigones 2",36.350173,-5.261294,"Mineral","Fe mineral","Hämatit (Quarz)","Cu-Pb",18.723,0.021,15.68,0.018,38.761,0.05,0.83747,3e-04,2.0702,0.001,300,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,79,9.7769,3.8932,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1613","GDM.1613","4311/11","Spain","Málaga",NA,"Encinas Borrachas 1",36.350173,-5.261294,"Mineral","Fe mineral","Pyrit, Goethit (Gips)","Cu-Pb",18.945,0.005,15.676,0.004,38.735,0.011,0.82747,7e-05,2.0446,2e-04,30,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-97,9.7228,3.7414,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1614","GDM.1614","4658/13","Spain","Málaga",NA,"Encinas Borrachas 2",36.350173,-5.261294,"Mineral","Fe mineral","Pyrit, Goethit","Cu-Pb",18.677,0.014,15.655,0.014,38.629,0.04,0.83816,0.00021,2.0682,0.001,50,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,64,9.6893,3.8468,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1615","GDM.1615","4659/13","Spain","Málaga",NA,"Encinas Borrachas 3",36.350173,-5.261294,"Mineral","Fe mineral","Goethit","Cu-Pb",18.715,0.018,15.672,0.018,38.6,0.055,0.83738,0.00028,2.0625,0.0012,20,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,69,9.7476,3.8142,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1616","GDM.1616","4314/11","Spain","Málaga",NA,"Robledal 1, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Magnetit, Greenalith (Hydrotalkit)","Cu-Pb",18.454,0.015,15.658,0.013,38.434,0.031,0.8485,9e-05,2.0827,4e-04,4,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,237,9.7463,3.8911,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1617","GDM.1617","4695/13","Spain","Málaga",NA,"Robledal 2-1, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Magnetit, Hämatit (Klinochlor)","Cu-Pb",19.007,0.017,15.693,0.015,38.558,0.044,0.82562,2e-04,2.0286,8e-04,40,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,-108,9.7771,3.6251,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1618","GDM.1618","4694/13","Spain","Málaga",NA,"Robledal 2-2, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Magnetit, Goethit","Cu-Pb",18.334,0.023,15.661,0.02,38.464,0.058,0.85419,0.00034,2.0979,0.0011,20,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,332,9.7859,3.9883,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1619","GDM.1619","4316/11","Spain","Málaga",NA,"Cerro Torrón 1",36.350173,-5.261294,"Mineral","Fe mineral","Goethit (Quarz)","Cu-Pb",18.551,0.003,15.663,0.002,38.594,0.007,0.84435,4e-05,2.0805,2e-04,10,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,174,9.7451,3.9129,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1620","GDM.1620","4320/11","Spain","Málaga",NA,"Cerro Torrón 2",36.350173,-5.261294,"Mineral","Fe mineral","Goethit (Quarz)","Cu-Pb",18.632,0.003,15.656,0.003,38.539,0.007,0.84027,6e-05,2.0684,1e-04,7,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,100,9.7017,3.8299,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1621","GDM.1621","4655/13","Spain","Málaga",NA,"Cerro Torrón 2-2",36.350173,-5.261294,"Mineral","Fe mineral","Goethit (Quarz)","Cu-Pb",18.813,0.017,15.684,0.016,38.719,0.048,0.83364,0.00021,2.058,0.001,50,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,20,9.7756,3.8169,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1622","GDM.1622","4312/11","Spain","Málaga",NA,"Cerro de las Salinas 2-1, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Goethit (Quarz)","Cu-Pb",18.725,0.003,15.669,0.003,38.868,0.008,0.83678,6e-05,2.0757,2e-04,200,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,56,9.7342,3.9418,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1623","GDM.1623","4652/13","Spain","Málaga",NA,"Cerro de las Salinas 2-2, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Goethit (Quarz)","Cu-Pb",18.719,0.024,15.663,0.019,38.851,0.049,0.83673,0.00034,2.0755,8e-04,500,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,48,9.7122,3.9349,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1624","GDM.1624","4653/13","Spain","Málaga",NA,"Cerro de las Salinas 2-3, existencias",36.350173,-5.261294,"Mineral","Fe mineral","Goethit (Quarz, Fluorapatit)","Cu-Pb",18.728,0.025,15.669,0.021,38.867,0.058,0.83665,0.00032,2.0754,0.001,1000,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,53,9.7336,3.9394,"Renzi et al., 2016","Ref.113","Goethe U., Frankfurt","MC-ICPMS",NA,"Geological"
"GDM.1648","GDM.1648","C3 US 2041 ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7398,NA,15.704,NA,39.091,NA,0.83801,NA,2.08598,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,114,9.8663,4.0572,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1649","GDM.1649","C3-1 US 2040 ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.746,NA,15.7073,NA,39.091,NA,0.8379,NA,2.08528,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,116,9.8779,4.0543,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1650","GDM.1650","C3-3 US 2040 ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7412,NA,15.7001,NA,39.067,NA,0.83774,NA,2.08457,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,105,9.851,4.0428,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1651","GDM.1651","C3-2 US 2040 ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7485,NA,15.7101,NA,39.101,NA,0.83793,NA,2.08557,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,119,9.8882,4.0587,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1652","GDM.1652","C3 US 2041 ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7509,NA,15.7169,NA,39.129,NA,0.83819,NA,2.0868,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,131,9.9141,4.0737,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1653","GDM.1653","C4 US 2115f ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7309,NA,15.6919,NA,39.044,NA,0.83775,NA,2.08448,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,97,9.8213,4.035,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1654","GDM.1654","C4 US 2113mA ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7231,NA,15.6823,NA,39.015,NA,0.83758,NA,2.08377,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,84,9.7857,4.022,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1655","GDM.1655","C4 US 2113mB ","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7227,NA,15.6818,NA,39.014,NA,0.83758,NA,2.08381,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,83,9.7839,4.0215,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1656","GDM.1656","C4 US 2115 m","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7357,NA,15.6917,NA,39.025,NA,0.83753,NA,2.08294,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,93,9.8196,4.0222,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1657","GDM.1657","C4 US 2113 mC","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7198,NA,15.678,NA,38.999,NA,0.83751,NA,2.08328,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,78,9.7698,4.0145,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1658","GDM.1658","C4 US 2113 fB","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7318,NA,15.6923,NA,39.04,NA,0.83774,NA,2.08414,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,97,9.8226,4.0325,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1659","GDM.1659","C4 US 2113 fA","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7292,NA,15.6869,NA,39.021,NA,0.83756,NA,2.08341,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,88,9.8023,4.0227,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1660","GDM.1660","C4 US 2113 fC","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7184,NA,15.6764,NA,38.993,NA,0.83749,NA,2.08315,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,75,9.7639,4.0118,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1661","GDM.1661","C5 US 2133 mA","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7322,NA,15.6944,NA,39.054,NA,0.83783,NA,2.08484,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,101,9.8307,4.0401,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1662","GDM.1662","C5 US 2133 mC","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7371,NA,15.7005,NA,39.074,NA,0.83793,NA,2.08538,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,109,9.8533,4.0491,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1663","GDM.1663","C5 US 2133 mB","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7341,NA,15.6968,NA,39.061,NA,0.83787,NA,2.08501,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,104,9.8396,4.0432,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1664","GDM.1664","C6 US 2130 fA","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7368,NA,15.6991,NA,39.067,NA,0.83788,NA,2.08504,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,107,9.8479,4.0453,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1665","GDM.1665","C6 US 2130 mB","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7447,NA,15.7043,NA,39.07,NA,0.8378,NA,2.08434,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,111,9.8665,4.0435,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1666","GDM.1666","C6 US 2130 fC","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7396,NA,15.7016,NA,39.076,NA,0.83789,NA,2.08519,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,109,9.8571,4.0489,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1667","GDM.1667","C6 US 2130 mB","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7443,NA,15.7037,NA,39.073,NA,0.83778,NA,2.08454,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,110,9.8643,4.045,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1668","GDM.1668","C6 US 2130 mA","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7334,NA,15.6903,NA,39.022,NA,0.83756,NA,2.08303,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,92,9.8146,4.0216,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1669","GDM.1669","C6 US 2130 mA","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7556,NA,15.7163,NA,39.113,NA,0.83795,NA,2.08542,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,126,9.9108,4.0623,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1670","GDM.1670","C6 US 2130 fB","Spain","Murcia","La Union","Cabezo del Pino",37.593768,-0.869029,"Mineral","Galena",NA,"Pb",18.7288,NA,15.6897,NA,39.039,NA,0.83773,NA,2.08442,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,94,9.8132,4.033,"Baron et al., 2017","Ref.114","CRPG, Nancy","MC-ICPMS",NA,"Geological"
"GDM.1706","GDM.1706","PA20609","Spain","Tarragona","Montsant","Barranc Fondo ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.4802,NA,15.6891,NA,38.6879,NA,0.84897,NA,2.09349,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,277,9.8631,4.018,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1707","GDM.1707","BF-C-1","Spain","Tarragona","Montsant","Barranc Fondo ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.4166,NA,15.6888,NA,38.6143,NA,0.85189,NA,2.09671,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,323,9.8768,4.0221,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1708","GDM.1708","PA20610","Spain","Tarragona","Montsant","Barranc Fondo ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.3783,NA,15.6887,NA,38.5499,NA,0.85365,NA,2.09758,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,351,9.8858,4.0138,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1709","GDM.1709","PA20601","Spain","Tarragona","Montsant","Barranc Sant Joan",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.3745,NA,15.6949,NA,38.5239,NA,0.85417,NA,2.0966,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,365,9.9115,4.0046,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1710","GDM.1710","PA11998","Spain","Tarragona","MBF","Barranco Hondo ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.313,NA,15.677,NA,38.487,NA,0.85607,NA,2.10166,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,377,9.8552,4.0206,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1711","GDM.1711","PA11997","Spain","Tarragona","MBF","Barranco Hondo ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.301,NA,15.662,NA,38.44,NA,0.85578,NA,2.10037,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,358,9.798,3.9982,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1712","GDM.1712","PA12274","Spain","Tarragona","MBF","Barranco Hondo ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.31,NA,15.681,NA,38.494,NA,0.85643,NA,2.10236,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,387,9.872,4.0278,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1713","GDM.1713","PA20599","Spain","Tarragona","Montsant","Crossos  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.371,NA,15.6928,NA,38.5296,NA,0.85422,NA,2.09731,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,364,9.904,4.0093,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1714","GDM.1714","PA20600","Spain","Tarragona","Montsant","Crossos  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.3646,NA,15.693,NA,38.5196,NA,0.85453,NA,2.09749,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,369,9.9064,4.0084,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1715","GDM.1715","PA20598","Spain","Tarragona","Montsant","Crossos  ",41.296108,0.792844,"Mineral","Cu mineral",NA,"Cu-Pb",18.3682,NA,15.6938,NA,38.5271,NA,0.8544,NA,2.09749,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,368,9.9087,4.0102,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1716","GDM.1716","PA11968","Spain","Tarragona","MBF","Cueva Paraguas ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.299,NA,15.667,NA,38.448,NA,0.85618,NA,2.10111,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,369,9.8186,4.0057,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1717","GDM.1717","PA11657","Spain","Tarragona","MBF","Falset  ",41.16729,0.707707,"Mineral","Silver",NA,"Cu-Pb",18.3582,NA,15.6696,NA,38.4994,NA,0.85356,NA,2.09708,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,330,9.8144,3.9938,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1718","GDM.1718","PA11658","Spain","Tarragona","MBF","Falset  ",41.16729,0.707707,"Mineral","Silver",NA,"Cu-Pb",18.3584,NA,15.6789,NA,38.5289,NA,0.85405,NA,2.0986,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,347,9.8515,4.0127,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1719","GDM.1719","PA12289","Spain","Tarragona","MBF","Jalapa  ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.336,NA,15.672,NA,38.499,NA,0.85471,NA,2.09964,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,351,9.8294,4.0096,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
"GDM.1720","GDM.1720","PA12288","Spain","Tarragona","MBF","Jalapa  ",41.16729,0.707707,"Mineral","Galena",NA,"Cu-Pb",18.311,NA,15.68,NA,38.493,NA,0.85632,NA,2.10213,NA,NA,NA,NA,NA,NA,"CCR",NA,NA,NA,NA,NA,NA,NA,NA,NA,384,9.8677,4.0262,"Montero Ruiz, 2017","Ref.118","UPV/EHU, Leioa","MC-ICPMS",NA,"Geological"
