"code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.0181","Ore mix","SPZ",NA,18.274,15.65,38.404,0.856,2.102,356,9.76,3.9931,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105
"GDM.0182","Ore mix","SPZ",NA,18.373,15.602,38.485,0.849,2.095,189,9.54,3.9521,"Marcoux&Sáez, 1994","Ref.017",37.80805,-6.665716
"GDM.0183","Ore mix","SPZ",NA,18.481,15.601,38.516,0.844,2.084,104,9.52,3.896,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105
"GDM.0184","Ore mix","SPZ",NA,18.24,15.613,38.305,0.856,2.1,311,9.62,3.9497,"Marcoux&Sáez, 1994","Ref.017",37.715398,-6.583105
"GDM.0185","Fe mineral","Py","Au",18.752,15.739,38.75,0.839,2.066,172,10,3.8898,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0186","Fe mineral","Py","Au",18.538,15.672,38.68,0.845,2.087,202,9.78,3.9692,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0187","Fe mineral","Py","Au",18.425,15.685,38.586,0.851,2.094,310,9.86,4,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0188","Fe mineral","Py","Au",18.476,15.7,38.613,0.85,2.09,300,9.91,3.9852,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0189","Fe mineral","Py","Au",18.404,15.695,38.588,0.853,2.097,344,9.9,4.0188,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0190","Galena","Py","Au",18.406,15.702,38.595,0.853,2.097,355,9.93,4.0236,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0191","Galena","Py","Au",18.399,15.716,38.589,0.854,2.097,386,9.99,4.0299,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0192","Galena","Py","Au",18.401,15.704,38.574,0.853,2.096,362,9.94,4.0165,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0193","Galena","Py","Au",18.426,15.706,38.59,0.852,2.094,348,9.94,4.0087,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0194","Zn mineral","Py","Au",18.416,15.683,38.51,0.852,2.091,313,9.85,3.9651,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0195","Galena","Py","Au",18.41,15.702,38.582,0.853,2.096,352,9.93,4.0139,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0196","Fe mineral","Py","Au",18.563,15.725,38.844,0.847,2.093,283,9.99,4.0564,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0197","Fe mineral","Py","Au",18.542,15.716,38.83,0.848,2.094,282,9.96,4.0601,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0198","Fe mineral","Py","Au",18.469,15.711,38.731,0.851,2.097,326,9.95,4.0559,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0199","Fe mineral","Py","Au",18.397,15.711,38.769,0.854,2.107,378,9.97,4.1256,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0200","Fe mineral","Py","Au",18.448,15.7,38.481,0.851,2.086,321,9.91,3.9343,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0201","Fe mineral","Py","Au",18.641,15.691,38.91,0.842,2.087,162,9.84,4.0262,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0202","Fe mineral","Py","Au",18.562,15.708,38.821,0.846,2.091,252,9.92,4.0391,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0203","Fe mineral","Py","Au",18.718,15.72,38.985,0.84,2.083,161,9.93,4.0238,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0204","Fe mineral","Py","Au",30.362,16.412,46.238,0.541,1.523,-11140,11.92,2.0229,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0205","Silicate","Py","Au",18.558,15.705,38.704,0.846,2.086,250,9.91,3.98,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0206","Silicate","Py","Au",18.552,15.702,38.694,0.846,2.086,248,9.9,3.9777,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0207","Silicate","Py","Au",18.899,15.719,39.3,0.832,2.079,25,9.89,4.062,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0208","Silicate","Py","Au",18.882,15.715,39.294,0.832,2.081,30,9.88,4.0687,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0209","Silicate","Py","Au",23.051,15.974,49.434,0.693,2.145,-2728,10.5,5.2584,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0210","Silicate","Py","Au",20.247,15.802,42.5,0.78,2.099,-821,10.03,4.6332,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0211","Other","Py","Au",18.469,15.699,38.588,0.85,2.089,304,9.9,3.9764,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0212","Other","Py","Au",18.516,15.704,38.638,0.848,2.087,279,9.91,3.9731,"Romer&Soler, 1995","Ref.018",42.319946,2.146025
"GDM.0213","Galena","NIM","Au",18.05,15.72,38.38,0.871,2.126,643,10.11,4.1621,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0214","Galena","NIM","Au",18.19,15.91,39.01,0.875,2.145,851,10.87,4.4751,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0215","Galena","NIM","Au",18.08,15.75,38.51,0.871,2.13,672,10.22,4.2237,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0216","Galena","NIM","Au",18.09,15.77,38.57,0.872,2.132,698,10.31,4.2568,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0217","Galena","NIM","Au",18.01,15.66,38.16,0.87,2.119,568,9.87,4.0461,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0218","Galena","NIM","Au",18.02,15.76,38.19,0.875,2.119,730,10.29,4.0886,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0219","Pb mineral","NIM","Au",18.25,15.69,38.45,0.86,2.107,447,9.92,4.0485,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0220","Pb mineral","NIM","Au",18.38,15.85,39.01,0.862,2.122,629,10.55,4.3146,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0221","Pb mineral","NIM","Au",18.23,15.68,38.44,0.86,2.109,443,9.89,4.0535,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0222","Pb mineral","NIM","Au",18.55,16.08,39.75,0.867,2.143,869,11.47,4.6616,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0223","Pb mineral","NIM","Au",18.42,15.87,39.02,0.862,2.118,635,10.62,4.2978,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0224","Pb mineral","NIM","Au",18.36,15.88,39.15,0.865,2.132,691,10.68,4.4151,"Arias et al., 1996","Ref.019",43.044511,-6.93115
"GDM.0225","Galena","NIM","Au",18.03,15.72,38.42,0.872,2.131,657,10.11,4.1995,"Arias et al., 1996","Ref.019",43.264735,-7.021657
"GDM.0226","Galena","NIM","Pb-Zn",18.11,15.78,38.63,0.871,2.133,701,10.34,4.2792,"Arias et al., 1996","Ref.019",43.264735,-7.021657
"GDM.0227","Galena","NIM","Pb-Zn",18.15,15.82,38.75,0.872,2.135,738,10.5,4.3301,"Arias et al., 1996","Ref.019",43.264735,-7.021657
"GDM.0228","Galena","Py","Pb-Zn",18.021,15.656,38.157,0.869,2.117,553,9.85,4.0352,"Cardellach et al., 1996","Ref.020",42.782697,0.729833
"GDM.0229","Galena","Py","Pb-Zn",18.064,15.696,38.288,0.869,2.12,592,10,4.0919,"Cardellach et al., 1996","Ref.020",42.782697,0.729833
"GDM.0230","Galena","Py","Pb-Zn",18.042,15.671,38.213,0.869,2.118,564,9.91,4.0569,"Cardellach et al., 1996","Ref.020",42.782697,0.729833
"GDM.0231","Galena","Py","Pb-Zn",18.054,15.671,38.213,0.868,2.117,555,9.9,4.0484,"Cardellach et al., 1996","Ref.020",42.782697,0.729833
"GDM.0232","Galena","Py","Pb-Zn",18.08,15.676,38.226,0.867,2.114,545,9.92,4.0389,"Cardellach et al., 1996","Ref.020",42.782697,0.729833
"GDM.0233","Galena","Py","Pb-Zn",18.045,15.67,38.198,0.868,2.117,560,9.9,4.046,"Cardellach et al., 1996","Ref.020",42.782697,0.729833
"GDM.0234","Galena","NIM","Pb-Zn",17.901,15.641,38.063,0.874,2.126,614,9.83,4.0627,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0235","Galena","NIM","Pb-Zn",17.853,15.585,37.896,0.873,2.123,549,9.61,3.9818,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0236","Galena","NIM","Pb-Zn",17.833,15.608,37.99,0.875,2.13,606,9.71,4.0589,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0237","Galena","NIM","Pb-Zn",17.828,15.605,37.982,0.875,2.13,604,9.7,4.0569,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0238","Galena","NIM","Pb-Zn",17.801,15.581,37.916,0.875,2.13,581,9.61,4.0299,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0239","Galena","NIM","Pb-Zn",17.824,15.587,37.943,0.875,2.129,575,9.62,4.0309,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0240","Galena","NIM","Pb-Zn",17.835,15.599,37.972,0.875,2.129,588,9.67,4.0439,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0241","Galena","NIM","Pb-Zn",17.836,15.598,37.969,0.875,2.129,586,9.67,4.0411,"Tornos et al., 1996","Ref.021",42.612797,-7.081083
"GDM.0242","Galena","BCB","Pb-Zn",18.723,15.663,38.702,0.837,2.067,45,9.71,3.8574,"Velasco et al., 1996","Ref.022",43.342072,-4.089048
"GDM.0243","Galena","BCB","Pb-Zn",18.745,15.686,38.772,0.837,2.068,75,9.8,3.8868,"Velasco et al., 1996","Ref.022",43.342072,-4.089048
"GDM.0244","Galena","BCB","Pb-Zn",18.728,15.673,38.723,0.837,2.068,62,9.75,3.8683,"Velasco et al., 1996","Ref.022",43.342072,-4.089048
"GDM.0245","Galena","BCB","Pb-Zn",18.733,15.662,38.695,0.836,2.066,36,9.71,3.8472,"Velasco et al., 1996","Ref.022",43.33611,-4.255728
"GDM.0246","Galena","BCB","Pb-Zn",18.761,15.693,38.789,0.836,2.068,77,9.82,3.8877,"Velasco et al., 1996","Ref.022",43.33611,-4.255728
"GDM.0247","Galena","BCB","Pb-Zn",18.586,15.663,38.745,0.843,2.085,148,9.74,3.9678,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0248","Galena","BCB","Pb-Zn",18.564,15.657,38.71,0.843,2.085,153,9.72,3.9622,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0249","Galena","BCB","Pb-Zn",18.581,15.665,38.743,0.843,2.085,156,9.75,3.9708,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0250","Galena","BCB","Pb-Zn",18.606,15.679,38.797,0.843,2.085,165,9.8,3.9871,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0251","Galena","BCB","Pb-Zn",18.584,15.657,38.738,0.843,2.084,138,9.71,3.9634,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0252","Galena","BCB","Pb-Zn",18.587,15.657,38.739,0.842,2.084,136,9.71,3.9619,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0253","Galena","BCB","Pb-Zn",18.598,15.668,38.767,0.842,2.084,149,9.75,3.973,"Velasco et al., 1996","Ref.022",43.234392,-3.376369
"GDM.0254","Galena","BCB","Pb-Zn",18.58,15.65,38.628,0.842,2.079,127,9.69,3.9069,"Velasco et al., 1996","Ref.022",42.944998,-2.800631
"GDM.0255","Galena","BCB","Pb-Zn",18.608,15.653,38.702,0.841,2.08,112,9.69,3.9277,"Velasco et al., 1996","Ref.022",42.944998,-2.800631
"GDM.0256","Galena","BCB","Pb-Zn",18.598,15.669,38.73,0.843,2.082,151,9.76,3.9544,"Velasco et al., 1996","Ref.022",42.990853,-2.37106
"GDM.0257","Galena","BCB","Pb-Zn",18.546,15.632,38.584,0.843,2.08,117,9.63,3.8999,"Velasco et al., 1996","Ref.022",42.990853,-2.37106
"GDM.0258","Galena","BCB","Pb-Zn",18.567,15.658,38.665,0.843,2.082,153,9.72,3.9373,"Velasco et al., 1996","Ref.022",42.957975,-2.354395
"GDM.0259","Galena","BCB","Pb-Zn",18.581,15.678,38.7,0.844,2.083,181,9.8,3.9533,"Velasco et al., 1996","Ref.022",42.957975,-2.354395
"GDM.0260","Galena","BCB","Pb-Zn",18.591,15.668,38.66,0.843,2.079,154,9.76,3.9226,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0261","Galena","BCB","Pb-Zn",18.608,15.665,38.746,0.842,2.082,136,9.74,3.9546,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0262","Galena","BCB","Pb-Zn",18.591,15.665,38.689,0.843,2.081,148,9.74,3.9364,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0263","Galena","BCB","Pb-Zn",18.593,15.664,38.771,0.842,2.085,145,9.74,3.9769,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0264","Galena","BCB","Pb-Zn",18.621,15.66,38.759,0.841,2.081,116,9.72,3.9509,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0265","Galena","BCB","Pb-Zn",18.595,15.657,38.712,0.842,2.082,130,9.71,3.9428,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0266","Galena","BCB","Pb-Zn",18.618,15.652,38.782,0.841,2.083,102,9.69,3.9617,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0267","Galena","BCB","Pb-Zn",18.553,15.648,38.664,0.843,2.084,144,9.69,3.9424,"Velasco et al., 1996","Ref.022",43.0344,-2.275956
"GDM.0268","Galena","Py","Pb-Zn",18.442,15.667,38.702,0.85,2.099,263,9.78,4.0435,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0269","Galena","Py","Pb-Zn",18.421,15.651,38.66,0.85,2.099,248,9.73,4.0299,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0270","Galena","Py","Pb-Zn",18.41,15.649,38.62,0.85,2.098,253,9.72,4.0155,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0271","Galena","Py","Pb-Zn",18.457,15.674,38.735,0.849,2.099,265,9.81,4.0531,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0272","Galena","Py","Pb-Zn",18.437,15.661,38.625,0.849,2.095,256,9.76,4.0041,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0273","Galena","Py","Pb-Zn",18.444,15.667,38.687,0.849,2.098,262,9.78,4.0342,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0274","Galena","Py","Pb-Zn",18.42,15.655,38.68,0.85,2.1,257,9.74,4.0426,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0275","Galena","Py","Pb-Zn",18.451,15.699,38.709,0.851,2.098,317,9.91,4.0524,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0276","Galena","Py","Pb-Zn",18.425,15.655,38.69,0.85,2.1,253,9.74,4.0445,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0277","Galena","Py","Pb-Zn",18.46,15.682,38.756,0.85,2.099,278,9.84,4.065,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0278","Galena","Py","Pb-Zn",18.423,15.656,38.657,0.85,2.098,256,9.75,4.0287,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0279","Galena","Py","Pb-Zn",18.443,15.662,38.695,0.849,2.098,253,9.76,4.0373,"Velasco et al., 1996","Ref.022",43.286677,-1.797647
"GDM.0280","Galena","NIM","Pb-Zn",17.816,15.61,37.939,0.876,2.129,622,9.72,4.0422,"Velasco et al., 1996","Ref.022",42.155484,-3.179407
"GDM.0281","Galena","NIM","Pb-Zn",18.424,15.663,38.717,0.85,2.101,269,9.77,4.0623,"Velasco et al., 1996","Ref.022",42.155484,-3.179407
"GDM.0282","Galena","NIM","Pb-Zn",18.411,15.651,38.686,0.85,2.101,256,9.73,4.0505,"Velasco et al., 1996","Ref.022",42.155484,-3.179407
"GDM.0283","Galena","NIM","Pb-Zn",18.24,15.64,38.412,0.857,2.106,362,9.73,4.0174,"Velasco et al., 1996","Ref.022",42.155484,-3.179407
"GDM.0284","Galena","NIM","Pb-Zn",18.223,15.626,38.376,0.857,2.106,349,9.67,4.0047,"Velasco et al., 1996","Ref.022",42.155484,-3.179407
"GDM.0285","Galena","CCR","Pb-Zn",18.43,15.71,38.633,0.852,2.096,352,9.96,4.0302,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683
"GDM.0286","Galena","CCR","Pb-Zn",18.441,15.688,38.633,0.851,2.095,304,9.87,4.0152,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683
"GDM.0287","Galena","CCR","Pb-Zn",18.462,15.709,38.703,0.851,2.096,327,9.95,4.0452,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683
"GDM.0288","Galena","CCR","Pb-Zn",18.501,15.708,38.841,0.849,2.099,297,9.93,4.0909,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683
"GDM.0289","Galena","CCR","Pb-Zn",18.516,15.727,38.905,0.849,2.101,321,10.01,4.1208,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683
"GDM.0290","Galena","CCR","Pb-Zn",18.496,15.682,38.771,0.848,2.096,252,9.83,4.0484,"Canals &Cardellach, 1997","Ref.023",41.368566,1.071683
"GDM.0291","Galena","CCR","Pb-Zn",18.525,15.723,38.833,0.849,2.096,307,9.99,4.0756,"Canals &Cardellach, 1997","Ref.023",41.141524,0.914173
"GDM.0292","Galena","CCR","Pb-Zn",18.542,15.72,38.833,0.848,2.094,289,9.97,4.0631,"Canals &Cardellach, 1997","Ref.023",41.141524,0.914173
"GDM.0293","Galena","CCR","Pb-Zn",18.483,15.714,38.769,0.85,2.098,321,9.96,4.0675,"Canals &Cardellach, 1997","Ref.023",41.110216,0.913256
"GDM.0294","Galena","CCR","Pb-Zn",18.318,15.678,37.534,0.856,2.049,375,9.86,3.5035,"Canals &Cardellach, 1997","Ref.023",41.461788,1.927145
"GDM.0295","Galena","CCR","Pb-Zn",18.366,15.708,37.629,0.855,2.049,395,9.97,3.5349,"Canals &Cardellach, 1997","Ref.023",41.461788,1.927145
"GDM.0296","Galena","CCR","Pb-Zn",18.335,15.704,37.622,0.857,2.052,410,9.96,3.5486,"Canals &Cardellach, 1997","Ref.023",41.461788,1.927145
"GDM.0297","Galena","CCR","Pb-Zn",18.366,15.707,38.609,0.855,2.102,393,9.96,4.0601,"Canals &Cardellach, 1997","Ref.023",41.461788,1.927145
"GDM.0298","Galena","CCR","Pb-Zn",18.325,15.698,38.588,0.857,2.106,407,9.94,4.0741,"Canals &Cardellach, 1997","Ref.023",41.461788,1.927145
"GDM.0299","Galena","CCR","Pb-Zn",18.453,15.704,38.6,0.851,2.092,325,9.93,3.9952,"Canals &Cardellach, 1997","Ref.023",41.161937,0.75919
"GDM.0300","Galena","CCR","Pb-Zn",18.351,15.729,38.649,0.857,2.106,444,10.06,4.0995,"Canals &Cardellach, 1997","Ref.023",41.161937,0.75919
"GDM.0301","Galena","CCR","Pb-Zn",18.337,15.717,38.62,0.857,2.106,432,10.01,4.0895,"Canals &Cardellach, 1997","Ref.023",41.161937,0.75919
"GDM.0302","Galena","CCR","Pb-Zn",18.678,15.723,39.1,0.842,2.093,196,9.95,4.11,"Canals &Cardellach, 1997","Ref.023",41.806708,2.382376
"GDM.0303","Galena","CCR","Pb-Zn",18.628,15.768,39.1,0.846,2.099,316,10.14,4.1599,"Canals &Cardellach, 1997","Ref.023",41.806708,2.382376
"GDM.0304","Galena","CCR","Pb-Zn",18.51,15.725,38.951,0.85,2.104,322,10,4.1484,"Canals &Cardellach, 1997","Ref.023",41.451957,2.015166
"GDM.0305","Galena","CCR","Pb-Zn",18.511,15.727,38.942,0.85,2.104,325,10.01,4.1437,"Canals &Cardellach, 1997","Ref.023",41.451957,2.015166
"GDM.0306","Galena","CCR","Pb-Zn",18.509,15.714,38.888,0.849,2.101,302,9.96,4.1122,"Canals &Cardellach, 1997","Ref.023",41.451957,2.015166
"GDM.0307","Galena","CCR","Pb-Zn",18.495,15.703,38.861,0.849,2.101,292,9.91,4.1037,"Canals &Cardellach, 1997","Ref.023",41.451957,2.015166
"GDM.0308","Galena","CCR","Pb-Zn",18.45,15.702,38.863,0.851,2.106,323,9.92,4.1355,"Canals &Cardellach, 1997","Ref.023",41.451957,2.015166
"GDM.0309","Galena","NIM","Cu-Pb",18.21,15.59,38.26,0.856,2.101,290,9.53,3.9376,"Fernández Díaz & Quejido Cabezas, 1997","Ref.024",38.140853,-3.679209
"GDM.0310","Galena","BC","Pb",18.23,15.65,38.3,0.859,2.101,388,9.77,3.9667,"Fernández Díaz & Quejido Cabezas, 1997","Ref.024",37.608345,-0.853957
"GDM.0311","Galena","BCB","Pb-Zn",18.75,15.62,38.85,0.833,2.072,-64,9.54,3.8985,"Fernández Díaz & Quejido Cabezas, 1997","Ref.024",43.0344,-2.275956
"GDM.0312","Galena","NIM",NA,18.19,15.57,38.21,0.856,2.101,266,9.46,3.9169,"Fernández Díaz & Quejido Cabezas, 1997","Ref.024",43.256484,-4.609089
"GDM.0313","Galena","NIM","Cu-Pb",18.17,15.55,38.14,0.856,2.099,242,9.38,3.8851,"Fernández Díaz & Quejido Cabezas, 1997","Ref.024",38.140853,-3.679209
"GDM.2742","Galena","NIM","Pb",17.795,15.581,37.859,0.876,2.128,586,9.61,4.0009,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2743","Galena","NIM","Pb",17.801,15.601,37.906,0.876,2.129,617,9.69,4.0309,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2744","Galena","NIM","Pb",17.807,15.607,37.93,0.876,2.13,623,9.71,4.0426,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2745","Galena","NIM","Pb",17.816,15.61,37.939,0.876,2.129,622,9.72,4.0422,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2746","Galena","NIM","Pb",18.223,15.626,38.376,0.857,2.106,349,9.67,4.0047,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2747","Galena","NIM","Pb",18.231,15.63,38.395,0.857,2.106,350,9.69,4.0109,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2748","Galena","NIM","Pb",18.24,15.64,38.412,0.857,2.106,362,9.73,4.0174,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2749","Galena","NIM","Pb",18.245,15.664,38.495,0.859,2.11,403,9.82,4.0676,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2750","Galena","NIM","Pb",18.253,15.621,38.93,0.856,2.133,317,9.65,4.2828,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2751","Galena","NIM","Pb",18.41,15.654,38.695,0.85,2.102,262,9.74,4.057,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2752","Galena","NIM","Pb",18.411,15.651,38.686,0.85,2.101,256,9.73,4.0505,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2753","Galena","NIM","Pb",18.414,15.657,38.698,0.85,2.102,265,9.75,4.057,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.2754","Galena","NIM","Pb",18.424,15.663,38.717,0.85,2.101,269,9.77,4.0623,"Ibañez Gómez, 1998","Ref.025",42.155484,-3.179407
"GDM.0314","Ore mix","SPZ","Cu-Pb",18.163,15.63,38.228,0.861,2.105,401,9.7,3.9664,"Marcoux, 1998","Ref.026",37.668632,-7.498661
"GDM.0315","Ore mix","SPZ","Cu-Pb",18.175,15.62,38.205,0.859,2.102,373,9.66,3.942,"Marcoux, 1998","Ref.026",37.668632,-7.498661
"GDM.0316","Ore mix","SPZ","Cu-Pb",18.188,15.637,38.213,0.86,2.101,395,9.73,3.9433,"Marcoux, 1998","Ref.026",37.668632,-7.498661
"GDM.0317","Ore mix","SPZ","Cu-Pb",18.201,15.639,38.228,0.859,2.1,389,9.73,3.9434,"Marcoux, 1998","Ref.026",37.806968,-6.928333
"GDM.0318","Galena","SPZ","Cu-Pb",18.183,15.629,38.201,0.86,2.101,384,9.7,3.9374,"Marcoux, 1998","Ref.026",37.806968,-6.928333
"GDM.0319","Ore mix","SPZ","Cu-Pb",18.187,15.623,38.181,0.859,2.099,370,9.67,3.9216,"Marcoux, 1998","Ref.026",37.806968,-6.928333
"GDM.0320","Ore mix","SPZ","Cu-Pb",18.192,15.637,38.229,0.86,2.101,392,9.73,3.9494,"Marcoux, 1998","Ref.026",37.806968,-6.928333
"GDM.0321","Ore mix","SPZ","Cu-Pb",18.169,15.611,38.153,0.859,2.1,361,9.63,3.9144,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0322","Ore mix","SPZ","Cu-Pb",18.182,15.624,38.195,0.859,2.101,376,9.68,3.9331,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0323","Ore mix","SPZ","Cu-Pb",18.198,15.645,38.268,0.86,2.103,403,9.76,3.9694,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0324","Ore mix","SPZ","Cu-Pb",18.186,15.631,38.216,0.86,2.101,386,9.7,3.9443,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0325","Ore mix","SPZ","Cu-Pb",18.198,15.645,38.26,0.86,2.102,403,9.76,3.965,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0326","Ore mix","SPZ","Cu-Pb",18.192,15.639,38.242,0.86,2.102,396,9.73,3.9572,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0327","Ore mix","SPZ","Cu-Pb",18.186,15.626,38.205,0.859,2.101,376,9.68,3.9365,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0328","Ore mix","SPZ","Cu-Pb",18.166,15.594,38.107,0.858,2.098,331,9.56,3.8852,"Marcoux, 1998","Ref.026",37.70455,-6.598663
"GDM.0329","Ore mix","SPZ","Cu-Pb",18.19,15.622,38.193,0.859,2.1,366,9.67,3.9258,"Marcoux, 1998","Ref.026",38.233327,-8.450731
"GDM.0330","Ore mix","SPZ","Cu-Pb",18.181,15.619,38.178,0.859,2.1,367,9.66,3.9227,"Marcoux, 1998","Ref.026",38.233327,-8.450731
"GDM.0331","Ore mix","SPZ","Cu-Pb",18.203,15.651,38.262,0.86,2.102,410,9.78,3.9647,"Marcoux, 1998","Ref.026",38.233327,-8.450731
"GDM.0332","Ore mix","SPZ","Cu-Pb",18.172,15.632,38.235,0.86,2.104,398,9.71,3.9647,"Marcoux, 1998","Ref.026",38.032371,-8.424991
"GDM.0333","Ore mix","SPZ","Cu-Pb",18.181,15.636,38.248,0.86,2.104,399,9.72,3.967,"Marcoux, 1998","Ref.026",38.032371,-8.424991
