"code","analysed.material","geological.zone","main.ore","p206.204","p207.204","p208.204","p207.206","p208.206","tmod","mu12","kappa12","reference","ref.code","decimallatitude","decimallongitude"
"GDM.2011","Hg mineral","NIM","Hg",18.593,15.704,38.638,0.845,2.078,222,9.9,3.9226,"Rodríguez et al., 2020","Ref.134",42.996389,-5.115
"GDM.2012","Hg mineral","NIM","Hg",19.742,15.783,38.676,0.799,1.959,-474,10.01,3.317,"Rodríguez et al., 2020","Ref.134",43.067778,-5.225833
"GDM.2013","Hg mineral","NIM","Hg",19.105,15.746,38.63,0.824,2.022,-73,9.96,3.6214,"Rodríguez et al., 2020","Ref.134",43.073333,-5.235833
"GDM.2014","Hg mineral","NIM","Hg",20.972,15.826,38.507,0.755,1.836,-1345,10.07,2.7359,"Rodríguez et al., 2020","Ref.134",42.936111,-4.960833
"GDM.2015","Hg mineral","NIM","Hg",20.072,15.776,38.655,0.786,1.926,-745,9.95,3.149,"Rodríguez et al., 2020","Ref.134",42.936111,-4.960833
"GDM.2016","Hg mineral","NIM","Hg",18.668,15.703,38.623,0.841,2.069,165,9.88,3.8663,"Rodríguez et al., 2020","Ref.134",42.936111,-4.960833
"GDM.2017","Hg mineral","NIM","Hg",18.383,15.697,38.643,0.854,2.102,363,9.92,4.0632,"Rodríguez et al., 2020","Ref.134",42.882778,-5.8575
"GDM.2302","Cu mineral","SPZ","Cu",18.177,15.61,38.164,0.859,2.1,353,9.62,3.9146,"Sáez et al., 2020","Ref.135",37.685757,-7.382014
"GDM.2303","Cu mineral","SPZ","Cu",18.21,15.647,38.282,0.859,2.102,398,9.76,3.9695,"Sáez et al., 2020","Ref.135",37.671034,-7.365566
"GDM.2304","Cu mineral","SPZ","Cu",18.231,15.666,38.361,0.859,2.104,417,9.83,4.0048,"Sáez et al., 2020","Ref.135",37.683546,-7.360851
"GDM.2305","Cu mineral","SPZ","Cu",18.206,15.632,38.247,0.859,2.101,373,9.7,3.9479,"Sáez et al., 2020","Ref.135",37.683546,-7.360851
"GDM.2306","Cu mineral","SPZ","Cu",18.175,15.628,38.223,0.86,2.103,388,9.69,3.9547,"Sáez et al., 2020","Ref.135",37.686758,-7.338398
"GDM.2307","Cu mineral","SPZ","Cu",18.213,15.664,38.345,0.86,2.105,427,9.83,4.0078,"Sáez et al., 2020","Ref.135",37.686758,-7.338398
"GDM.2308","Cu mineral","SPZ","Cu",18.27,15.73,38.552,0.861,2.11,503,10.08,4.1038,"Sáez et al., 2020","Ref.135",37.686758,-7.338398
"GDM.2309","Cu mineral","SPZ","Cu",18.185,15.625,38.202,0.859,2.101,375,9.68,3.9352,"Sáez et al., 2020","Ref.135",37.686758,-7.338398
"GDM.2310","Cu mineral","SPZ","Cu",18.194,15.656,38.322,0.861,2.106,426,9.8,4.0056,"Sáez et al., 2020","Ref.135",37.584703,-7.219387
"GDM.2311","Cu mineral","SPZ","Cu",18.195,15.66,38.329,0.861,2.107,433,9.82,4.0102,"Sáez et al., 2020","Ref.135",37.584703,-7.115805
"GDM.2312","Cu mineral","SPZ","Cu",18.21,15.642,38.307,0.859,2.104,388,9.74,3.9815,"Sáez et al., 2020","Ref.135",37.589866,-7.123059
"GDM.2313","Cu mineral","SPZ","Cu",18.194,15.604,38.16,0.858,2.097,329,9.59,3.8988,"Sáez et al., 2020","Ref.135",37.589866,-7.123059
"GDM.2314","Cu mineral","SPZ","Cu",18.253,15.632,38.396,0.856,2.103,338,9.69,3.9968,"Sáez et al., 2020","Ref.135",37.698909,-7.221974
"GDM.2315","Cu mineral","SPZ","Cu",18.172,15.634,38.252,0.86,2.105,401,9.72,3.9742,"Sáez et al., 2020","Ref.135",37.460758,-6.47678
"GDM.2316","Cu mineral","SPZ","Cu",18.176,15.618,38.189,0.859,2.101,368,9.65,3.9317,"Sáez et al., 2020","Ref.135",37.499514,-6.469839
"GDM.2317","Cu mineral","SPZ","Cu",18.225,15.656,38.375,0.859,2.106,404,9.79,4.0138,"Sáez et al., 2020","Ref.135",37.525708,-6.675085
"GDM.2318","Cu mineral","SPZ","Cu",18.447,15.626,38.398,0.847,2.081,180,9.62,3.8654,"Sáez et al., 2020","Ref.135",37.760567,-6.468347
"GDM.2319","Cu mineral","SPZ","Cu",18.192,15.628,38.246,0.859,2.102,376,9.69,3.9556,"Sáez et al., 2020","Ref.135",37.667725,-6.171538
"GDM.2320","Cu mineral","SPZ","Cu",18.306,15.659,38.4,0.855,2.098,349,9.78,3.9722,"Sáez et al., 2020","Ref.135",37.396568,-7.699113
"GDM.2321","Cu mineral","SPZ","Cu",18.63,15.658,38.763,0.84,2.081,104,9.71,3.9458,"Sáez et al., 2020","Ref.135",37.437616,-7.883949
"GDM.2322","Cu mineral","SPZ","Cu",18.778,15.66,38.673,0.834,2.059,-2,9.69,3.8072,"Sáez et al., 2020","Ref.135",37.376864,-7.798851
"GDM.2323","Cu mineral","SPZ","Cu",18.542,15.649,38.577,0.844,2.081,154,9.69,3.9054,"Sáez et al., 2020","Ref.135",37.367177,-7.619927
"GDM.2324","Cu mineral","SPZ","Cu",18.532,15.637,38.55,0.844,2.08,138,9.65,3.8936,"Sáez et al., 2020","Ref.135",37.352932,-7.609542
"GDM.2325","Cu mineral","SPZ","Cu",19.29,15.684,39.019,0.813,2.023,-344,9.7,3.6762,"Sáez et al., 2020","Ref.135",37.4483,-7.755926
"GDM.2326","Cu mineral","SPZ","Cu",18.387,15.641,38.452,0.851,2.091,254,9.69,3.9389,"Sáez et al., 2020","Ref.135",37.346523,-7.554604
"GDM.2327","Cu mineral","SPZ","Cu",18.29,15.639,38.38,0.855,2.098,324,9.71,3.9651,"Sáez et al., 2020","Ref.135",37.496105,-7.51102
"GDM.2328","Cu mineral","SPZ","Cu",19.522,15.691,39.646,0.804,2.031,-511,9.7,3.8281,"Sáez et al., 2020","Ref.135",37.373559,-7.597293
"GDM.2329","Cu mineral","SPZ","Cu",19.209,15.674,39.294,0.816,2.046,-304,9.68,3.8474,"Sáez et al., 2020","Ref.135",37.395873,-7.649079
"GDM.2330","Cu mineral","SPZ","Cu",18.732,15.674,38.73,0.837,2.068,60,9.75,3.8692,"Sáez et al., 2020","Ref.135",37.256894,-8.327908
"GDM.2331","Cu mineral","OMZ","Cu",20.25,15.708,38.286,0.776,1.891,-1059,9.7,2.898,"Sáez et al., 2020","Ref.135",37.94528,-6.347241
"GDM.2332","Cu mineral","OMZ","Cu",19.691,15.682,39.624,0.796,2.012,-667,9.65,3.7182,"Sáez et al., 2020","Ref.135",37.947647,-6.348294
"GDM.2333","Cu mineral","OMZ","Cu",18.226,15.608,38.25,0.856,2.099,312,9.6,3.9274,"Sáez et al., 2020","Ref.135",38.015739,-6.34902
"GDM.2334","Cu mineral","OMZ","Cu",18.419,15.619,38.573,0.848,2.094,187,9.6,3.9736,"Sáez et al., 2020","Ref.135",37.889947,-6.075122
"GDM.2335","Cu mineral","OMZ","Cu",18.404,15.618,38.52,0.849,2.093,197,9.6,3.9554,"Sáez et al., 2020","Ref.135",37.985638,-5.997738
"GDM.2336","Cu mineral","OMZ","Cu",17.456,15.496,37.53,0.888,2.15,688,9.36,4.0266,"Sáez et al., 2020","Ref.135",37.716415,-5.340123
"GDM.2337","Cu mineral","OMZ","Cu",17.495,15.497,37.532,0.886,2.145,660,9.35,3.9989,"Sáez et al., 2020","Ref.135",37.716415,-5.340123
"GDM.2338","Cu mineral","OMZ","Cu",20.099,15.722,40.211,0.782,2.001,-897,9.76,3.7553,"Sáez et al., 2020","Ref.135",37.745677,-5.411043
"GDM.2339","Cu mineral","OMZ","Cu",18.77,15.65,38.911,0.834,2.073,-17,9.65,3.9274,"Sáez et al., 2020","Ref.135",37.745677,-5.411043
"GDM.2340","Cu mineral","OMZ","Cu",18.412,15.63,38.505,0.849,2.091,215,9.65,3.9466,"Sáez et al., 2020","Ref.135",37.745677,-5.411043
"GDM.2341","Cu mineral","OMZ","Cu",19.814,15.672,39.109,0.791,1.974,-792,9.6,3.4268,"Sáez et al., 2020","Ref.135",37.818098,-5.396543
"GDM.2342","Cu mineral","OMZ","Cu",18.311,15.565,37.88,0.85,2.069,164,9.41,3.6575,"Sáez et al., 2020","Ref.135",37.82619,-5.365811
"GDM.2343","Cu mineral","OMZ","Cu",18.473,15.594,38.483,0.844,2.083,97,9.49,3.8821,"Sáez et al., 2020","Ref.135",37.915597,-5.277255
"GDM.2344","Cu mineral","OMZ","Cu",18.476,15.6,38.385,0.844,2.078,107,9.52,3.8311,"Sáez et al., 2020","Ref.135",37.952025,-5.393683
"GDM.2345","Cu mineral","OMZ","Cu",18.523,15.596,38.477,0.842,2.078,62,9.49,3.8467,"Sáez et al., 2020","Ref.135",37.878192,-5.286983
"GDM.2346","Cu mineral","OMZ","Cu",18.463,15.588,38.466,0.844,2.083,91,9.47,3.8765,"Sáez et al., 2020","Ref.135",37.913519,-5.252702
"GDM.2347","Cu mineral","OMZ","Cu",18.188,15.57,38.067,0.856,2.093,267,9.46,3.8403,"Sáez et al., 2020","Ref.135",37.888791,-5.136264
"GDM.2348","Cu mineral","OMZ","Cu",18.255,15.608,38.308,0.855,2.098,290,9.59,3.939,"Sáez et al., 2020","Ref.135",38.004278,-4.752687
"GDM.2349","Cu mineral","OMZ","Cu",18.268,15.636,38.396,0.856,2.102,335,9.7,3.9883,"Sáez et al., 2020","Ref.135",38.004278,-4.752687
"GDM.2350","Cu mineral","OMZ","Cu",18.446,15.603,38.46,0.846,2.085,135,9.53,3.8905,"Sáez et al., 2020","Ref.135",38.004278,-4.752687
"GDM.2351","Cu mineral","OMZ","Cu",18.249,15.62,38.338,0.856,2.101,318,9.64,3.9638,"Sáez et al., 2020","Ref.135",38.00575,-4.764522
"GDM.2352","Cu mineral","NIM","Cu",18.307,15.659,38.49,0.855,2.102,348,9.78,4.02,"Sáez et al., 2020","Ref.135",38.292888,-4.245404
"GDM.2353","Cu mineral","NIM","Cu",18.584,15.653,38.729,0.842,2.084,129,9.7,3.9574,"Sáez et al., 2020","Ref.135",38.238586,-4.688635
"GDM.2354","Cu mineral","NIM","Cu",19.746,15.696,38.607,0.795,1.955,-677,9.7,3.2556,"Sáez et al., 2020","Ref.135",38.330753,-4.718376
"GDM.2355","Cu mineral","NIM","Cu",18.343,15.637,38.81,0.852,2.116,279,9.69,4.1587,"Sáez et al., 2020","Ref.135",38.321293,-4.280122
"GDM.2356","Cu mineral","NIM","Cu",18.348,15.656,38.464,0.853,2.096,311,9.76,3.977,"Sáez et al., 2020","Ref.135",38.319816,-4.279993
"GDM.2357","Cu mineral","NIM","Cu",18.227,15.619,38.364,0.857,2.105,333,9.64,3.9933,"Sáez et al., 2020","Ref.135",38.168915,-3.845627
"GDM.2358","Cu mineral","NIM","Cu",18.298,15.633,38.422,0.854,2.1,306,9.68,3.98,"Sáez et al., 2020","Ref.135",38.082138,-4.062681
"GDM.2359","Cu mineral","NIM","Cu",18.236,15.628,38.401,0.857,2.106,342,9.68,4.01,"Sáez et al., 2020","Ref.135",38.206215,-3.869146
"GDM.2360","Cu mineral","NIM","Cu",18.241,15.621,38.371,0.856,2.104,327,9.65,3.9883,"Sáez et al., 2020","Ref.135",38.157519,-3.784689
"GDM.2361","Cu mineral","NIM","Cu",19.675,15.705,39.278,0.798,1.996,-599,9.74,3.586,"Sáez et al., 2020","Ref.135",38.212453,-4.034459
"GDM.2362","Cu mineral","NIM","Cu",18.23,15.607,38.326,0.856,2.102,307,9.6,3.9659,"Sáez et al., 2020","Ref.135",38.117401,-3.676911
"GDM.2363","Cu mineral","NIM","Cu",18.268,15.634,38.426,0.856,2.103,329,9.69,4.0032,"Sáez et al., 2020","Ref.135",38.129143,-3.658344
"GDM.2364","Cu mineral","NIM","Cu",18.255,15.621,38.382,0.856,2.103,315,9.65,3.9839,"Sáez et al., 2020","Ref.135",38.129143,-3.658344
"GDM.2365","Cu mineral","NIM","Cu",18.253,15.627,38.399,0.856,2.104,328,9.67,3.9966,"Sáez et al., 2020","Ref.135",38.132775,-3.613144
"GDM.2366","Cu mineral","NIM","Cu",18.297,15.645,38.471,0.855,2.103,330,9.73,4.0117,"Sáez et al., 2020","Ref.135",38.132775,-3.613144
"GDM.2367","Cu mineral","NIM","Cu",18.247,15.618,38.371,0.856,2.103,315,9.63,3.9824,"Sáez et al., 2020","Ref.135",38.132775,-3.613144
"GDM.2368","Cu mineral","NIM","Cu",18.247,15.617,38.369,0.856,2.103,313,9.63,3.9809,"Sáez et al., 2020","Ref.135",38.137343,-3.648704
"GDM.2369","Cu mineral","NIM","Cu",18.295,15.649,38.499,0.855,2.104,338,9.75,4.0293,"Sáez et al., 2020","Ref.135",38.126801,-3.643351
"GDM.2370","Cu mineral","NIM","Cu",18.252,15.626,38.396,0.856,2.104,326,9.66,3.9954,"Sáez et al., 2020","Ref.135",38.160432,-3.624024
"GDM.2371","Cu mineral","NIM","Cu",18.238,15.611,38.345,0.856,2.102,309,9.61,3.9724,"Sáez et al., 2020","Ref.135",38.16473,-3.608753
"GDM.2372","Cu mineral","NIM","Cu",18.228,15.616,38.362,0.857,2.104,325,9.63,3.9898,"Sáez et al., 2020","Ref.135",38.193856,-3.543149
"GDM.2373","Cu mineral","NIM","Cu",18.264,15.636,38.434,0.856,2.104,338,9.7,4.0113,"Sáez et al., 2020","Ref.135",38.186627,-3.54724
"GDM.2374","Cu mineral","NIM","Cu",18.251,15.632,38.411,0.856,2.105,338,9.69,4.0064,"Sáez et al., 2020","Ref.135",38.180678,-3.575615
"GDM.2375","Cu mineral","NIM","Cu",18.301,15.626,38.427,0.854,2.1,289,9.65,3.9782,"Sáez et al., 2020","Ref.135",38.190704,-3.584018
"GDM.2376","Cu mineral","NIM","Cu",18.342,15.637,38.477,0.853,2.098,280,9.69,3.9813,"Sáez et al., 2020","Ref.135",38.190704,-3.584018
"GDM.2377","Cu mineral","NIM","Cu",18.348,15.658,38.522,0.853,2.099,315,9.77,4.0087,"Sáez et al., 2020","Ref.135",38.191959,-3.61534
"GDM.2378","Cu mineral","NIM","Cu",18.34,15.665,38.545,0.854,2.102,334,9.8,4.029,"Sáez et al., 2020","Ref.135",38.161468,-3.609011
"GDM.2379","Cu mineral","NIM","Cu",18.247,15.615,38.363,0.856,2.102,311,9.63,3.9773,"Sáez et al., 2020","Ref.135",38.182915,-3.631432
"GDM.2380","Cu mineral","NIM","Cu",18.118,15.692,38.367,0.866,2.118,547,9.97,4.0966,"Sáez et al., 2020","Ref.135",38.358885,-3.752813
"GDM.2381","Cu mineral","NIM","Cu",18.464,15.639,38.627,0.847,2.092,193,9.67,3.9794,"Sáez et al., 2020","Ref.135",38.287442,-4.404807
"GDM.2382","Cu mineral","NIM","Cu",18.484,15.638,38.64,0.846,2.09,175,9.66,3.9718,"Sáez et al., 2020","Ref.135",38.287442,-4.404807
"GDM.2383","Cu mineral","NIM","Cu",18.469,15.641,38.637,0.847,2.092,193,9.68,3.9818,"Sáez et al., 2020","Ref.135",38.287442,-4.404807
"GDM.2384","Cu mineral","NIM","Cu",18.45,15.636,38.535,0.847,2.089,197,9.66,3.9391,"Sáez et al., 2020","Ref.135",38.392034,-4.420373
"GDM.2385","Cu mineral","NIM","Cu",18.439,15.636,38.384,0.848,2.082,207,9.66,3.8669,"Sáez et al., 2020","Ref.135",38.343617,-4.321422
"GDM.2386","Cu mineral","NIM","Cu",18.721,15.676,38.717,0.837,2.068,73,9.76,3.8708,"Sáez et al., 2020","Ref.135",38.18965,-3.315283
"GDM.2387","Cu mineral","NIM","Cu",18.713,15.68,38.726,0.838,2.069,87,9.78,3.8819,"Sáez et al., 2020","Ref.135",38.18965,-3.315283
"GDM.2388","Cu mineral","NIM","Cu",18.316,15.65,38.446,0.854,2.099,325,9.75,3.9872,"Sáez et al., 2020","Ref.135",38.157519,-3.784689
"GDM.2389","Cu mineral","NIM","Cu",18.25,15.656,38.446,0.858,2.107,385,9.79,4.0348,"Sáez et al., 2020","Ref.135",38.206026,-3.869155
"GDM.2390","Cu mineral","NIM","Cu",18.223,15.629,38.385,0.858,2.106,355,9.69,4.0109,"Sáez et al., 2020","Ref.135",38.206026,-3.869155
"GDM.2391","Cu mineral","NIM","Cu",18.238,15.633,38.402,0.857,2.106,350,9.7,4.0107,"Sáez et al., 2020","Ref.135",38.208225,-3.867902
"GDM.2392","Cu mineral","NIM","Cu",19.662,15.72,39.16,0.8,1.992,-553,9.79,3.5473,"Sáez et al., 2020","Ref.135",38.168915,-3.845627
"GDM.2393","Cu mineral","NIM","Cu",19.563,15.729,38.813,0.804,1.984,-457,9.83,3.4495,"Sáez et al., 2020","Ref.135",38.188955,-3.859488
"GDM.2394","Cu mineral","NIM","Cu",22.242,15.844,38.771,0.712,1.743,-2414,10.09,2.4005,"Sáez et al., 2020","Ref.135",38.188955,-3.859488
"GDM.2395","Cu mineral","NIM","Cu",21.673,15.794,38.619,0.729,1.782,-2051,9.93,2.517,"Sáez et al., 2020","Ref.135",38.188955,-3.859488
"GDM.2396","Cu mineral","NIM","Cu",20.932,15.778,39.271,0.754,1.876,-1445,9.9,3.0145,"Sáez et al., 2020","Ref.135",38.179207,-4.023189
"GDM.2397","Cu mineral","NIM","Cu",21.806,15.821,38.831,0.726,1.781,-2086,10.02,2.5517,"Sáez et al., 2020","Ref.135",38.179207,-4.023189
"GDM.2398","Cu mineral","NIM","Cu",25.909,16.056,39.312,0.62,1.517,-5652,10.76,1.7067,"Sáez et al., 2020","Ref.135",38.212453,-4.034459
"GDM.2399","Cu mineral","NIM","Cu",31.613,16.377,39.25,0.518,1.242,-18595,11.8,0.8608,"Sáez et al., 2020","Ref.135",38.212453,-4.034459
"GDM.2969","Cu mineral","OMZ","Cu",18.682,15.659,38.722,0.838,2.073,68,9.7,3.8917,"Soares et al., 2020","Ref.137",38.133603,-7.102144
"GDM.2970","Cu mineral","OMZ","Cu",19.717,15.743,38.272,0.798,1.992,-545,9.87,3.1406,"Soares et al., 2020","Ref.137",38.150707,-6.990188
"GDM.2971","Cu mineral","OMZ","Cu",21.29,15.788,41.199,0.742,1.935,-1725,9.92,3.5478,"Soares et al., 2020","Ref.137",38.144824,-7.372974
"GDM.2972","Cu mineral","OMZ","Cu",18.357,15.624,38.638,0.851,2.105,244,9.63,4.0524,"Soares et al., 2020","Ref.137",38.104505,-7.343997
"GDM.2973","Cu mineral","OMZ","Cu",18.619,15.652,38.755,0.841,2.082,101,9.69,3.9474,"Soares et al., 2020","Ref.137",38.048828,-7.312708
"GDM.2974","Cu mineral","OMZ","Cu",22.875,15.918,47.482,0.696,2.076,-2760,10.32,4.7636,"Soares et al., 2020","Ref.137",38.424328,-7.954235
"GDM.2975","Cu mineral","OMZ","Cu",18.776,15.729,38.601,0.838,2.056,136,9.96,3.7967,"Soares et al., 2020","Ref.137",38.439671,-7.882763
"GDM.2976","Cu mineral","OMZ","Cu",18.828,15.68,38.672,0.833,2.054,0,9.76,3.7829,"Soares et al., 2020","Ref.137",38.439671,-7.882763
"GDM.2977","Cu mineral","OMZ","Cu",20.26,15.742,38.285,0.777,1.923,-978,9.82,2.9053,"Soares et al., 2020","Ref.137",38.439671,-7.882763
"GDM.2018","Cu mineral","BC","Cu",18.442,15.61,38.482,0.846,2.087,153,9.56,3.9075,"OXALID, Risch","Ref.140",39.949294,4.10494
"GDM.2019","Cu mineral","BC","Cu",18.262,15.632,38.191,0.856,2.091,331,9.69,3.8795,"OXALID, Risch","Ref.140",39.949294,4.10494
"GDM.2020","Galena","BC","Pb",18.734,15.656,38.85,0.836,2.074,24,9.68,3.9222,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2021","Galena","BC","Pb",18.767,15.664,38.86,0.835,2.071,15,9.71,3.9091,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2022","Galena","BC","Pb",18.798,15.701,38.985,0.835,2.074,64,9.84,3.965,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2023","Galena","BC","Pb",18.768,15.667,38.845,0.835,2.07,20,9.72,3.9022,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2024","Galena","BC","Pb",18.787,15.688,38.951,0.835,2.073,48,9.8,3.9505,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2025","Galena","BC","Pb",18.778,15.676,38.914,0.835,2.072,31,9.75,3.9332,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2026","Galena","BC","Pb",18.804,15.708,39.014,0.835,2.075,74,9.87,3.9783,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2027","Galena","BC","Pb",18.768,15.669,38.869,0.835,2.071,23,9.73,3.9145,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2028","Galena","BC","Pb",18.783,15.685,38.927,0.835,2.072,43,9.78,3.9398,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2029","Galena","BC","Pb",18.794,15.695,38.973,0.835,2.074,56,9.82,3.9592,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2030","Galena","BC","Pb",18.792,15.694,38.971,0.835,2.074,55,9.82,3.9592,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2031","Galena","BC","Pb",18.797,15.698,38.983,0.835,2.074,60,9.83,3.9635,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2032","Galena","BC","Pb",18.852,15.69,38.968,0.832,2.067,2,9.79,3.918,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2033","Galena","BC","Pb",18.858,15.69,38.97,0.832,2.067,-3,9.79,3.9151,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2034","Galena","BC","Pb",18.854,15.688,38.953,0.832,2.066,-2,9.79,3.9085,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2035","Galena","BC","Pb",18.888,15.708,39.031,0.832,2.066,12,9.85,3.9327,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2036","Galena","BC","Pb",18.774,15.739,38.896,0.838,2.072,157,10,3.9494,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2037","Galena","BC","Pb",18.723,15.654,38.855,0.836,2.075,27,9.68,3.9311,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2038","Galena","BC","Pb",18.729,15.647,38.834,0.835,2.073,8,9.65,3.914,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2039","Galena","BC","Pb",18.74,15.654,38.851,0.835,2.073,14,9.67,3.9181,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2040","Galena","BC","Pb",18.734,15.656,38.85,0.836,2.074,24,9.68,3.9222,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2041","Galena","BC","Pb",18.742,15.657,38.859,0.835,2.073,18,9.68,3.9221,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2042","Galena","BC","Pb",18.74,NA,38.868,NA,2.074,0,0,0,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2043","Galena","BC","Pb",18.555,15.694,38.676,0.846,2.084,232,9.87,3.9639,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2044","Galena","BC","Pb",18.881,15.701,38.99,0.832,2.065,3,9.83,3.9144,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2045","Galena","BC","Pb",18.671,15.53,38.577,0.832,2.066,-197,9.22,3.7779,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2046","Galena","BC","Pb",18.328,15.645,38.369,0.854,2.093,306,9.72,3.9356,"OXALID, NHG & SSG","Ref.140",36.739965,-2.179617
"GDM.2047","Galena","BC","Pb",18.356,15.753,38.778,0.858,2.113,482,10.15,4.1735,"OXALID, SSG&NHG","Ref.140",36.989471,-2.348471
"GDM.2048","Galena","BC","Pb",18.338,15.73,38.701,0.858,2.11,454,10.06,4.1368,"OXALID, SSG&NHG","Ref.140",36.989471,-2.348471
"GDM.2049","Galena","BC","Pb",18.825,15.77,39.187,0.838,2.082,178,10.11,4.0727,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2050","Fe mineral","BC","Cu-Fe",18.701,15.63,38.822,0.836,2.076,-6,9.59,3.9199,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2051","Fe mineral","BC","Cu-Fe",18.698,15.629,38.818,0.836,2.076,-5,9.59,3.9196,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2052","Fe mineral","BC","Cu-Fe",18.72,15.653,38.901,0.836,2.078,28,9.67,3.9558,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2053","Fe mineral","BC","Cu-Fe",18.751,15.683,38.997,0.836,2.08,64,9.78,3.9947,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2054","Fe mineral","BC","Cu-Fe",18.732,15.659,38.918,0.836,2.078,31,9.7,3.9589,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2055","Galena","BC","Pb",18.766,15.692,39.055,0.836,2.081,70,9.81,4.0171,"OXALID, NHG & SSG","Ref.140",37.282722,-1.753173
"GDM.2056","Galena","BC","Pb",18.741,15.677,38.961,0.836,2.079,59,9.76,3.9811,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2057","Galena","BC","Pb",18.722,15.653,38.883,0.836,2.077,25,9.67,3.9453,"OXALID, SSG&NHG","Ref.140",37.282722,-1.753173
"GDM.2058","Cu mineral","BC","Cu",18.629,15.662,38.67,0.841,2.076,114,9.73,3.901,"OXALID, NHG & SSG","Ref.140",37.352022,-1.850429
"GDM.2059","Cu mineral","BC","Cu",18.576,15.658,38.612,0.843,2.079,145,9.72,3.9039,"OXALID, NHG & SSG","Ref.140",37.352022,-1.850429
"GDM.2060","Cu mineral","BC","Cu",18.8,15.671,39.032,0.834,2.076,4,9.73,3.9761,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2061","Cu mineral","BC","Cu",18.83,15.677,39.033,0.833,2.073,-7,9.75,3.9596,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2062","Cu mineral","BC","Cu",19.077,15.708,39.251,0.823,2.058,-131,9.82,3.9207,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2063","Cu mineral","BC","Cu",19.006,15.671,38.94,0.825,2.049,-154,9.69,3.8019,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2064","Cu mineral","BC","Cu",18.945,15.726,39.282,0.83,2.073,5,9.91,4.0258,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2065","Cu mineral","BC","Cu",18.868,15.686,39.052,0.831,2.07,-17,9.77,3.9481,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2066","Cu mineral","BC","Cu",18.68,15.655,38.857,0.838,2.08,62,9.69,3.9604,"OXALID, NHG & SSG","Ref.140",37.111308,-1.929108
"GDM.2067","Galena","BC","Pb",18.778,15.659,39.033,0.834,2.079,-4,9.69,3.9867,"OXALID, SSG&NHG","Ref.140",37.194388,-1.980923
"GDM.2068","Galena","BC","Pb",18.759,15.636,38.883,0.834,2.073,-38,9.6,3.9153,"OXALID, SSG&NHG","Ref.140",37.194388,-1.980923
"GDM.2085","Fe mineral","SPZ","Fe",18.381,15.7,38.494,0.854,2.094,370,9.93,3.9858,"OXALID, Hunt-Ortiz","Ref.140",37.608191,-6.546303
"GDM.2094","Cu mineral","SPZ","Cu",18.174,15.61,37.995,0.859,2.091,355,9.62,3.8237,"OXALID, Hunt-Ortiz","Ref.140",37.874353,-6.754094
