"","code","sample","country","province","location","outcrop","decimallatitude","decimallongitude","sample.type","analysed.material","sample.details","main.ore","p206.204","p206.204.2sd","p207.204","p207.204.2sd","p208.204","p208.204.2sd","p207.206","p207.206.2sd","p208.206","p208.206.2sd","pb.content","u.content","model.age","mu","w","geological.zone","geol.age","host.rock","deposit.morphology","realm","excavation.no","find.spot","courtesy","period","chronology","tmod","mu12","kappa12","reference","ref.code","laboratory","spectrometry","observations","sample.type1","geol.zone"
"GDM.0052","GDM.0052","Pb-1479, 1525","Spain","Sevilla",NA,NA,37.33,2,"Archaeological artefacts","Pb metal","Coin, Blanca",NA,18.47,NA,15.64,NA,38.47,NA,0.847,NA,2.0829,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"s. XV","1471-74",190,9.6722,3.8932,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS",NA,"Archaeological",NA
"GDM.0053","GDM.0053","NBS, 676","Spain","Almeria","Sierra de Gador",NA,36.951676,-2.510098,"Mineral","Galena","Galena",NA,18.32,NA,15.66,NA,38.51,NA,0.8548,NA,2.1021,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,340,9.7853,4.0222,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS",NA,"Geological","Betic Cordillera"
"GDM.0054","GDM.0054","NBS, 677","Spain","Granada",NA,NA,37.114179,-3.558737,"Mineral","Galena","Galena",NA,18.2,NA,15.59,NA,38.17,NA,0.8566,NA,2.0979,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,297,9.5353,3.8953,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS",NA,"Geological","Betic Cordillera"
"GDM.0055","GDM.0055","NBS, 679","Spain","Jaen","Linares","Sierra Morena",38.140853,-3.679209,"Mineral","Galena","Galena",NA,18.24,NA,15.65,NA,38.42,NA,0.8577,NA,2.1063,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,381,9.7652,4.0253,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.0056","GDM.0056","NBS, 681","Spain","Almeria",NA,"Sierra de Gador, Los Belgas mine",36.951676,-2.510098,"Mineral","Galena","Galena",NA,18.34,NA,15.67,NA,38.53,NA,0.8547,NA,2.1011,NA,NA,NA,NA,NA,NA,"BC",NA,NA,NA,NA,NA,NA,NA,NA,NA,344,9.8204,4.0228,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS",NA,"Geological","Betic Cordillera"
"GDM.0058","GDM.0058","NBS, 707","Portugal",NA,"Albergaria a Velha",NA,40.688019,-8.490593,"Mineral","Galena","Galena",NA,18.38,NA,15.64,NA,38.39,NA,0.8508,NA,2.0883,NA,NA,NA,NA,NA,NA,"NIM",NA,NA,NA,NA,NA,NA,NA,NA,NA,258,9.6919,3.9105,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.0059","GDM.0059","NBS, 708","Spain","Córdoba","Posadas","Santa Barbara mine",37.844217,-5.095712,"Mineral","Galena","Galena",NA,18.212,NA,15.591,NA,38.173,NA,0.8561,NA,2.0961,NA,NA,NA,NA,NA,NA,"OMZ",NA,NA,NA,NA,NA,NA,NA,NA,NA,290,9.5365,3.8892,"Brill et al, 1987","Ref.011","NBS, Maryland","TIMS","Cited by Hunt-Ortiz, 2003","Geological","Ossa Morena Zone"
"GDM.0115","GDM.0115","P-21","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.903,NA,15.614,NA,38.014,NA,0.87214,NA,2.12333,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,565,9.7122,4.0239,"Arias, 1988","Ref.012","U. Alberta","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.0060","GDM.0060","MR-21","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.224,NA,15.635,NA,38.222,NA,0.85794,NA,2.09735,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,365,9.709,3.923,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0061","GDM.0061","MR-85","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.267,NA,15.668,NA,38.304,NA,0.8577,NA,2.09688,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,394,9.8307,3.9498,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0062","GDM.0062","MR-140","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.23,NA,15.643,NA,38.281,NA,0.8581,NA,2.09988,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,375,9.7396,3.9539,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0063","GDM.0063","MR-10","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.208,NA,15.638,NA,38.241,NA,0.85885,NA,2.10023,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,382,9.7251,3.9454,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0064","GDM.0064","MR-29","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.251,NA,15.668,NA,38.356,NA,0.85849,NA,2.10161,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,406,9.8349,3.989,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0065","GDM.0065","MR-53","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.233,NA,15.649,NA,38.273,NA,0.85829,NA,2.09911,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,384,9.763,3.9495,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0066","GDM.0066","MR-101","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.233,NA,15.686,NA,38.275,NA,0.86033,NA,2.09924,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,452,9.9126,3.9632,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0067","GDM.0067","MR-53","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.213,NA,15.629,NA,38.216,NA,0.85814,NA,2.09828,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,362,9.6877,3.9252,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0068","GDM.0068","MR-129c","Spain","Huelva","Cueva de la Mora","Monte Romero",37.780829,-6.789095,"Archaeological artefacts","Silver",NA,NA,18.226,NA,15.637,NA,38.249,NA,0.85794,NA,2.09857,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bronze Age",NA,367,9.7165,3.9371,"Kassianidou, 1992","Ref.013","U. Oxford","TIMS","Cited by Hunt-Ortiz, 2003","Archaeological",NA
"GDM.0081","GDM.0081","AZ 13","Spain","Sevilla","Aznalcollar","Aznalcollar",37.522091,-6.247384,"Mineral","Pb mineral","Py-Sp-Gn","Cu-Pb",18.161,0.003,15.622,0.002,38.16,0.00572,0.86019,NA,2.10121,NA,NA,NA,"394",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral fin de la base d'amas",NA,NA,NA,NA,NA,NA,387,9.6727,3.9275,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0082","GDM.0082","AZ 19","Spain","Sevilla","Aznalcollar","Aznalcollar",37.522091,-6.247384,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-Td","Cu-Pb",18.176,0.003,15.61,0.002,38.11,0.00572,0.85882,NA,2.09672,NA,NA,NA,"359",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral rubané",NA,NA,NA,NA,NA,NA,354,9.6208,3.8856,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0083","GDM.0083","AZ 20b","Spain","Sevilla","Aznalcollar","Aznalcollar",37.522091,-6.247384,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-Asp","Cu-Pb",18.199,0.003,15.646,0.002,38.223,0.00573,0.85972,NA,2.10028,NA,NA,NA,"412",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral ""emborrascado""",NA,NA,NA,NA,NA,NA,404,9.7596,3.9444,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0084","GDM.0084","AZ 10","Spain","Sevilla","Aznalcollar","Aznalcollar",37.522091,-6.247384,"Mineral","Pb mineral","Cpy-Py-(Sp-Td)","Cu-Pb",18.176,0.003,15.608,0.002,38.113,0.00572,0.85871,NA,2.09689,NA,NA,NA,"354",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk dans pyroclastites (sous-amas?)",NA,NA,NA,NA,NA,NA,350,9.6128,3.8866,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0085","GDM.0085","BTR 11","Spain","Huelva","Zalamea la Real ","Buitron",37.604322,-6.858251,"Mineral","Pb mineral","Py-Sp-Gn-Po-Cs","Cu-Pb",18.159,0.003,15.61,0.002,38.17,0.00573,0.85963,NA,2.10199,NA,NA,NA,"371",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral massif rubané",NA,NA,NA,NA,NA,NA,366,9.625,3.9302,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0086","GDM.0086","CH 26","Spain","Huelva",NA,"Chaparrita",37.775773,-6.677935,"Mineral","Pb mineral","Py-Cpy","Cu-Pb",18.166,0.003,15.594,0.002,38.107,0.00572,0.85842,NA,2.09771,NA,NA,NA,"334",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral pyriteux massif",NA,NA,NA,NA,NA,NA,331,9.5593,3.8852,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0087","GDM.0087","CO 1","Spain","Huelva","Almonaster la Real","Concepcion",37.775773,-6.677935,"Mineral","Pb mineral","Py-Sp-Cpy-(Gn)","Cu-Pb",18.176,0.003,15.608,0.002,38.176,0.00573,0.85871,NA,2.10035,NA,NA,NA,"354",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral rubané polymétalique de base d'amas",NA,NA,NA,NA,NA,NA,350,9.6128,3.9212,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0088","GDM.0088","H 9","Spain","Huelva","Puebla de Guzman","Herrerias",37.616251,-7.291185,"Mineral","Pb mineral","Py-Sp-Gn-Cs-Cpy","Cu-Pb",18.225,0.003,15.633,0.002,38.223,0.00573,0.85778,NA,2.09728,NA,NA,NA,"368",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,360,9.7007,3.9222,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0089","GDM.0089","JO 9","Spain","Huelva","El Cerro de Andévalo","La Joya",37.668632,-7.498661,"Mineral","Pb mineral","Gn-Py","Cu-Pb",18.198,0.003,15.605,0.002,38.136,0.00572,0.85751,NA,2.09561,NA,NA,NA,"332",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk sous-amas",NA,NA,NA,NA,NA,NA,328,9.5955,3.8833,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0090","GDM.0090","JO 11","Spain","Huelva","EL Cerro de Andévalo","La Joya",37.668632,-7.498661,"Mineral","Pb mineral","Py-Sp-Gn-Cpy","Cu-Pb",18.168,0.003,15.601,0.002,38.128,0.00572,0.85871,NA,2.09863,NA,NA,NA,"346",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,343,9.5868,3.8979,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0091","GDM.0091","LP 5","Spain","Huelva","Cortegana-El Cerro de Andévalo","Lomero-Poyatos",37.806968,-6.928333,"Mineral","Pb mineral","Py-Gn-Sp-Cpy-Td","Cu-Pb",18.217,0.003,15.646,0.002,38.272,0.00574,0.85887,NA,2.10089,NA,NA,NA,"400",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,391,9.755,3.9589,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0092","GDM.0092","NS 3b","Spain","Huelva",NA,"Nuestra Señora del Carmen",37.668632,-7.498661,"Mineral","Pb mineral","Cpy-Sp-Gn-Py","Cu-Pb",18.189,0.003,15.624,0.002,38.195,0.00573,0.85898,NA,2.0999,NA,NA,NA,"377",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique",NA,NA,NA,NA,NA,NA,370,9.6737,3.9283,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0093","GDM.0093","PE 1","Spain","Huelva","Nerva","Peña de hierro",37.726143,-6.557999,"Mineral","Pb mineral","Py-Sp-Cpy-(Gn)","Cu-Pb",18.18,0.003,15.605,0.002,38.079,0.00571,0.85836,NA,2.09455,NA,NA,NA,"345",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral pyriteux bréchique",NA,NA,NA,NA,NA,NA,341,9.5998,3.8642,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0094","GDM.0094","RT 1","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Dehesa",37.70455,-6.598663,"Mineral","Pb mineral","Py-Cpy-(Sp)","Cu-Pb",18.193,0.003,15.607,0.002,38.175,0.00573,0.85786,NA,2.09833,NA,NA,NA,"340",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk pyriteux de l'amas Dehesa",NA,NA,NA,NA,NA,NA,335,9.6046,3.9087,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0095","GDM.0095","CC 12","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Dehesa",37.70455,-6.598663,"Mineral","Pb mineral","Py-Asp-Sp-Gn-Cpy","Cu-Pb",18.207,0.003,15.629,0.002,38.207,0.00573,0.85841,NA,2.09848,NA,NA,NA,"374",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk pyriteux de l'amas Dehesa",NA,NA,NA,NA,NA,NA,366,9.6892,3.9243,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0096","GDM.0096","RT 3","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Atalaya",37.70455,-6.598663,"Mineral","Pb mineral","Py-Cpy-(Sp)","Cu-Pb",18.188,0.003,15.636,0.002,38.211,0.00573,0.85969,NA,2.10089,NA,NA,NA,"401",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwerk pyriteux de l'amas San Dionisio",NA,NA,NA,NA,NA,NA,393,9.7222,3.9419,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0097","GDM.0097","CA 1","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Atalaya",37.70455,-6.598663,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-(Td)","Cu-Pb",18.191,0.003,15.627,0.002,38.207,0.00573,0.85905,NA,2.10032,NA,NA,NA,"381",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané (San Dionisio)",NA,NA,NA,NA,NA,NA,374,9.6852,3.9345,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0098","GDM.0098","CA 2","Spain","Huelva","Minas de Riotinto","Rio Tinto - Corta Atalaya",37.70455,-6.598663,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-(Asp)","Cu-Pb",18.198,0.003,15.644,0.002,38.275,0.00574,0.85965,NA,2.10325,NA,NA,NA,"410",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané (San Dionisio)",NA,NA,NA,NA,NA,NA,401,9.7518,3.9729,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0099","GDM.0099","RT 329","Spain","Huelva","Minas de Riotinto","Puits Alfredo niveau-30",37.70455,-6.598663,"Mineral","Pb mineral","Sp-Py-Cpy-Gn-(Asp)","Cu-Pb",18.192,0.003,15.64,0.002,38.257,0.00574,0.85972,NA,2.10296,NA,NA,NA,"406",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif (San Dionisio)",NA,NA,NA,NA,NA,NA,398,9.7372,3.9658,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0100","GDM.0100","RT 338b","Spain","Huelva","Minas de Riotinto","Puits Alfredo niveau-30",37.70455,-6.598663,"Mineral","Pb mineral","Py-Sp-Gn-(Asp-Td)","Cu-Pb",18.18,0.003,15.615,0.002,38.162,0.00572,0.85891,NA,2.09912,NA,NA,NA,"366",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif (San Dionisio)",NA,NA,NA,NA,NA,NA,360,9.6398,3.9132,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0101","GDM.0101","SP 6","Spain","Huelva","Almonaster la Real","San Platon",37.775773,-6.677935,"Mineral","Pb mineral","Py-Sp-Gn-Cpy-(Td-Cs)","Cu-Pb",18.188,0.003,15.609,0.002,38.158,0.00572,0.8582,NA,2.09798,NA,NA,NA,"347",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané de base d'amas",NA,NA,NA,NA,NA,NA,343,9.6138,3.9035,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0102","GDM.0102","ST 12","Spain","Huelva",NA,"San Telmo",37.800326,-6.972518,"Mineral","Pb mineral","Sp-Py-Gn","Cu-Pb",18.188,0.003,15.609,0.002,38.158,0.00572,0.8582,NA,2.09798,NA,NA,NA,"374",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif",NA,NA,NA,NA,NA,NA,343,9.6138,3.9035,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0103","GDM.0103","St 13","Spain","Huelva","Cartegana","San Telmo",37.800326,-6.972518,"Mineral","Pb mineral","Sp-Py-Gn","Cu-Pb",18.192,0.003,15.594,0.002,38.106,0.00572,0.85719,NA,2.09466,NA,NA,NA,"314",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Stockwker polymétalique tardif",NA,NA,NA,NA,NA,NA,311,9.5531,3.8671,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0104","GDM.0104","ST 18","Spain","Huelva",NA,"San Telmo",37.800326,-6.972518,"Mineral","Pb mineral","Sp-Gn-Py-Cpy-Td","Cu-Pb",18.183,0.003,15.604,0.002,38.135,0.00572,0.85816,NA,2.09729,NA,NA,NA,"341",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,337,9.5951,3.8926,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0105","GDM.0105","SA 1","Spain","Huelva",NA,"Santa Ana",37.668632,-7.498661,"Mineral","Pb mineral","Sp-Gn-Py-Cpy-Td","Cu-Pb",18.188,0.003,15.627,0.002,38.19,0.00573,0.85919,NA,2.09974,NA,NA,NA,"383",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique massif à sphalérite-galène",NA,NA,NA,NA,NA,NA,377,9.686,3.9273,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0106","GDM.0106","SR 1","Spain","Huelva","La Puebla de Guzman","Sierrecilla",37.668632,-7.498661,"Mineral","Pb mineral","Sp-Gn-Td-Py","Cu-Pb",18.233,0.003,15.624,0.002,38.181,0.00573,0.85691,NA,2.09406,NA,NA,NA,"344",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,337,9.6628,3.8908,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0107","GDM.0107","SR 8","Spain","Huelva","La Puebla de Guzman","Sierrecilla",37.668632,-7.498661,"Mineral","Pb mineral","Sp-Gn-Py-Cpy-Td","Cu-Pb",18.215,0.003,15.638,0.002,38.256,0.00574,0.85852,NA,2.10025,NA,NA,NA,"385",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Veinules quartzeuses à galène",NA,NA,NA,NA,NA,NA,377,9.7233,3.9488,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0108","GDM.0108","Th 17","Spain","Huelva","Alosno","Tharsis",37.606562,-7.101575,"Mineral","Pb mineral","Py-Sp-Gn-(Cpy-Cs)","Cu-Pb",18.135,0.003,15.597,0.002,38.15,0.00572,0.86005,NA,2.10367,NA,NA,NA,"363",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,360,9.5789,3.9312,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0109","GDM.0109",NA,"Spain","Huelva","Alosno","Tharsis",37.606562,-7.101575,"Mineral","Pb mineral","Py-Sp-Gn-(Cpy-Cs)","Cu-Pb",18.137,0.003,15.602,0.002,38.162,0.00572,0.86023,NA,2.1041,NA,NA,NA,"372",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,368,9.5985,3.9382,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0110","GDM.0110","Tor 1","Spain","Huelva","Sotiel","Torrerera",37.596711,-6.894639,"Mineral","Pb mineral","Py-Sp-(Asp-Cpy-Gn)","Cu-Pb",18.175,0.003,15.634,0.002,38.225,0.00573,0.86019,NA,2.10316,NA,NA,NA,"407",NA,NA,"SPZ","Late Devonian-Middle Carboniferous",NA,"Mineral polymétalique rubané",NA,NA,NA,NA,NA,NA,399,9.7175,3.9578,"Marcoux et al,1992","Ref.014","BRGM, Orleans","TIMS","Cited by Hunt-Ortiz, 2003","Geological","South Portuguese Zone"
"GDM.0111","GDM.0111","P-3","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.882,NA,15.607,NA,38.015,NA,0.87278,NA,2.12588,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,568,9.6896,4.0373,"Tornos,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.0112","GDM.0112","P-5","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.894,NA,15.629,NA,38.082,NA,0.87342,NA,2.1282,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,598,9.7774,4.0748,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.0113","GDM.0113","P-7","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.887,NA,15.59,NA,37.985,NA,0.87158,NA,2.12361,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,533,9.6178,4.0105,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
"GDM.0114","GDM.0114","P-20","Spain","Lugo","Rubiais","Rubiales",42.67467,-7.039144,"Mineral","Galena","Zn-Pb","Pb-Zn",17.891,NA,15.593,NA,37.984,NA,0.87156,NA,2.12308,NA,NA,NA,NA,NA,NA,"NIM","Lower Cambrian","Limestone",NA,NA,NA,NA,NA,NA,NA,536,9.629,4.0081,"Tornos&Arias,1993","Ref.015","BRGM, Orleans","TIMS",NA,"Geological","Northern branch of the Iberian Massif"
